fen,cp
6r1/1p2rpkp/p5n1/P2p1p2/5P2/3q1BP1/3P1K1P/2RR4 w - - 3 28,-708
6r1/1p2rpkp/p5n1/P2p1p2/5P2/3q2P1/3P1K1P/2RR3B b - - 4 28,9996
6r1/1p3pkp/p5n1/P2p1p2/5P2/3q2P1/3Pr2P/2RR1K1B b - - 6 29,9997
6r1/1p3pkp/p5n1/P2p1p2/5P2/3q2P1/3P3r/2RRK2B b - - 1 30,9999
r1bqkbnr/pppp1ppp/2n1p3/8/8/P1N2N2/1PPPPPPP/R1BQKB1R b KQkq - 3 3,-31
r1bqkb1r/pppp1ppp/2n1pn2/8/8/P1N2N2/1PPPPPPP/R1BQKB1R w KQkq - 4 4,59
r1bqkb1r/pppp1ppp/2n1pn2/8/4P3/P1N2N2/1PPP1PPP/R1BQKB1R b KQkq - 0 4,-67
r1bqkb1r/ppp2ppp/2n1pn2/3p4/4P3/P1N2N2/1PPP1PPP/R1BQKB1R w KQkq - 0 5,66
r1bqkb1r/ppp2ppp/2n1pn2/3pP3/8/P1N2N2/1PPP1PPP/R1BQKB1R b KQkq - 0 5,-66
r1bqkb1r/ppp2ppp/2n1pn2/4P3/3p4/P1N2N2/1PPP1PPP/R1BQKB1R w KQkq - 0 6,76
r1bqkb1r/ppp2ppp/2n1pP2/8/3p4/P1N2N2/1PPP1PPP/R1BQKB1R b KQkq - 0 6,-70
r1bqkb1r/ppp2ppp/2n1pP2/8/8/P1p2N2/1PPP1PPP/R1BQKB1R w KQkq - 0 7,68
r1bqkb1r/ppp2pPp/2n1p3/8/8/P1p2N2/1PPP1PPP/R1BQKB1R b KQkq - 0 7,-78
r1bqkb1r/ppp2pPp/2n1p3/8/8/P4N2/1PPQ1PPP/R1B1KB1R b KQkq - 0 8,-48
r1b1kb1r/pppq1pPp/2n1p3/8/8/P4N2/1PPQ1PPP/R1B1KB1R w KQkq - 1 9,796
r3kb1r/pppb1pPp/2n1p3/8/8/P4N2/1PP2PPP/R1B1KB1R w KQkq - 0 10,730
r3kb1Q/pppb1p1p/2n1p3/8/8/P4N2/1PP2PPP/R1B1KB1R b KQq - 0 10,-773
r3kb1Q/pppb1p1p/2n5/4p3/8/P4N2/1PP2PPP/R1B1KB1R w KQq - 0 11,794
r3kb1Q/pppb1p1p/2n4B/4p3/8/P4N2/1PP2PPP/R3KB1R b KQq - 1 11,-671
r4b1Q/pppbkp1p/2n4B/4p3/8/P4N2/1PP2PPP/R3KB1R w KQ - 2 12,898
r4b1Q/pppbkp1p/2n4B/4N3/8/P7/1PP2PPP/R3KB1R b KQ - 0 12,-826
r4b1Q/ppp1kp1p/2n1b2B/4N3/8/P7/1PP2PPP/R3KB1R w KQ - 1 13,976
r3kb1Q/ppp2p1p/2n1b3/4N1B1/8/P7/1PP2PPP/R3KB1R w KQ - 3 14,1059
r3kb1Q/ppp2p1p/2n1b3/4N3/8/P7/1PP2PPP/R1B1KB1R b KQ - 4 14,-831
r3kb1Q/ppp2p1p/4b3/4n3/8/P7/1PP2PPP/R1B1KB1R w KQ - 0 15,816
r3kb2/ppp2p1p/4b3/4Q3/8/P7/1PP2PPP/R1B1KB1R b KQ - 0 15,-927
r3kb2/pp3p1p/2p1b3/4Q3/8/P7/1PP2PPP/R1B1KB1R w KQ - 0 16,870
r3kb2/ppQ2p1p/2p1b3/8/8/P7/1PP2PPP/R1B1KB1R b KQ - 1 16,-791
r1b1kb2/ppQ2p1p/2p5/8/8/P7/1PP2PPP/R1B1KB1R w KQ - 2 17,907
r1b1kb2/ppQ2p1p/2p5/6B1/8/P7/1PP2PPP/R3KB1R b KQ - 3 17,-883
r1b1k3/ppQ2p1p/2p5/2b3B1/8/P7/1PP2PPP/R3KB1R w KQ - 4 18,9999
r1bqkbnr/1ppppppp/p1n5/8/3P2P1/2N5/PPP1PP1P/R1BQKBNR b KQkq - 2 3,19
r1bqkbnr/1pp1pppp/p1n5/3p4/3P2P1/2N5/PPP1PP1P/R1BQKBNR w KQkq - 0 4,-19
r1bqkbnr/1pp1pppp/p1n5/3p4/3P2P1/2N1P3/PPP2P1P/R1BQKBNR b KQkq - 0 4,56
r1bqkbnr/1pp2ppp/p1n1p3/3p4/3P2P1/2N1P3/PPP2P1P/R1BQKBNR w KQkq - 0 5,-32
r1bqkbnr/1pp2ppp/p1n1p3/3p4/3P2P1/2N1PN2/PPP2P1P/R1BQKB1R b KQkq - 1 5,40
r1bqk1nr/1pp2ppp/p1nbp3/3p4/3P2P1/2N1PN2/PPP2P1P/R1BQKB1R w KQkq - 2 6,-7
r1bqk1nr/1pp2ppp/p1nbp3/3p4/3PP1P1/2N2N2/PPP2P1P/R1BQKB1R b KQkq - 0 6,1
r1bqk1nr/1pp2ppp/p1nbp3/8/3Pp1P1/2N2N2/PPP2P1P/R1BQKB1R w KQkq - 0 7,7
r1bqk1nr/1pp2ppp/p1nbp3/8/3PN1P1/5N2/PPP2P1P/R1BQKB1R b KQkq - 0 7,-7
r1bqk2r/1pp1nppp/p1nbp3/8/3PN1P1/5N2/PPP2P1P/R1BQKB1R w KQkq - 1 8,24
r1bqk2r/1pp1nppp/p1nbp3/8/2BPN1P1/5N2/PPP2P1P/R1BQK2R b KQkq - 2 8,68
r1bq1rk1/1pp1nppp/p1nbp3/8/2BPN1P1/5N2/PPP2P1P/R1BQK2R w KQ - 3 9,-36
r1bq1rk1/1pp1nppp/p1nbp3/6B1/2BPN1P1/5N2/PPP2P1P/R2QK2R b KQ - 4 9,106
r1bq1rk1/1pp1nppp/p1nb4/4p1B1/2BPN1P1/5N2/PPP2P1P/R2QK2R w KQ - 0 10,10
r1bq1rk1/1pp1nppp/p1nb4/4N1B1/2BPN1P1/8/PPP2P1P/R2QK2R b KQ - 0 10,42
r1bq1rk1/1pp1nppp/p1n5/4b1B1/2BPN1P1/8/PPP2P1P/R2QK2R w KQ - 0 11,-53
r1bq1rk1/1pp1nppp/p1n5/4P1B1/2B1N1P1/8/PPP2P1P/R2QK2R b KQ - 0 11,80
r1b2rk1/1pp1nppp/p1n5/4P1B1/2B1N1P1/8/PPP2P1P/3RK2R b K - 0 12,33
r1b2rk1/2p1nppp/p1n5/1p2P1B1/2B1N1P1/8/PPP2P1P/3RK2R w K - 0 13,64
r1b2rk1/2p1nppp/p1n5/1p2P3/2B1N1P1/8/PPP2P1P/2BRK2R b K - 1 13,440
r1b2rk1/2p1nppp/p1n5/4P3/2p1N1P1/8/PPP2P1P/2BRK2R w K - 0 14,-387
r1b2rk1/2p1nppp/p1n5/4P1B1/2p1N1P1/8/PPP2P1P/3RK2R b K - 1 14,451
r1bn1rk1/2p1nppp/p7/4P1B1/2p1N1P1/8/PPP2P1P/3RK2R w K - 2 15,95
r1bn1rk1/2p1nppp/p6B/4P3/2p1N1P1/8/PPP2P1P/3RK2R b K - 3 15,424
r1bn1rk1/2p1np1p/p6p/4P3/2p1N1P1/8/PPP2P1P/3RK2R w K - 0 16,-439
r1bn1r2/2p1npkp/p4N1p/4P3/2p3P1/8/PPP2P1P/3RK2R w K - 2 17,-412
r1bn1r2/2pNnpkp/p6p/4P3/2p3P1/8/PPP2P1P/3RK2R b K - 3 17,536
r1bn3r/2pNnpkp/p6p/4P3/2p3P1/8/PPP2P1P/3RK2R w K - 4 18,-462
r1bn3r/2pNnpkp/p6p/4P3/2p3P1/8/PPP2P1P/3R1RK1 b - - 5 18,518
r1b4r/2pNnpkp/p1n4p/4P3/2p3P1/8/PPP2P1P/3R1RK1 w - - 6 19,-468
r1b4r/2pNnpkp/p1n4p/4P3/2p2PP1/8/PPP4P/3R1RK1 b - - 0 19,517
r1br4/2pNnpkp/p1n4p/4P3/2p2PP1/8/PPP4P/3R1RK1 w - - 1 20,-435
r1br4/2pNnpkp/p1n4p/4P3/2p2PP1/8/PPP4P/2R2RK1 b - - 2 20,716
r1br4/2pNnpkp/p1n5/4P2p/2p2PP1/8/PPP4P/2R2RK1 w - - 0 21,-620
r1br4/2p1npkp/p1n5/2N1P2p/2p2PP1/8/PPP4P/2R2RK1 b - - 1 21,627
r2r4/2p1npkp/p1n5/2N1P2p/2p2Pb1/8/PPP4P/2R2RK1 w - - 0 22,-641
r2r4/2p1npkp/p1n5/2N1P2p/2p2Pb1/8/PPP2R1P/2R3K1 b - - 1 22,735
r2r4/2p1npkp/p7/2N1P2p/2pn1Pb1/8/PPP2R1P/2R3K1 w - - 2 23,-658
r2r4/2p1npkp/p7/2N1P2p/2pn1Pb1/8/PPP2R1P/2R2K2 b - - 3 23,723
r2r4/2p2pkp/p7/2NnP2p/2pn1Pb1/8/PPP2R1P/2R2K2 w - - 4 24,-668
r2r4/2p2pkp/p7/2NnP2p/2pn1Pb1/8/PPP2R1P/4RK2 b - - 5 24,709
r2r4/2p2pkp/p7/2NnP2p/2p2Pb1/5n2/PPP2R1P/4RK2 w - - 6 25,-606
r2r4/2p2pkp/p7/2NnP2p/2p2Pb1/5R2/PPP4P/4RK2 b - - 0 25,659
r2r4/2p2pkp/p7/2NnP2p/2p2P2/5b2/PPP4P/4RK2 w - - 0 26,-667
r2r4/2p2pkp/p7/2NnPP1p/2p5/5b2/PPP4P/4RK2 b - - 0 26,689
1r1r4/2p2pkp/p7/2NnPP1p/2p5/5b2/PPP4P/4RK2 w - - 1 27,-584
1r1r4/2p2pkp/p7/2NnPP1p/2p5/1P3b2/P1P4P/4RK2 b - - 0 27,597
1r1r4/2p2pkp/p7/2NnPP1p/8/1p3b2/P1P4P/4RK2 w - - 0 28,-582
1r1r4/2p2pkp/p7/2NnPP1p/8/1p3b2/P1P2K1P/4R3 b - - 1 28,637
1r1r4/2p2pkp/p7/2NnPP1p/8/5b2/PpP2K1P/4R3 w - - 0 29,-614
1r1r4/2p2pkp/p7/2NnPP1p/8/5b2/PpP2K1P/1R6 b - - 1 29,721
1r1r4/2p2pkp/p7/2NnPP1p/8/8/PpP1bK1P/1R6 w - - 2 30,-648
1r1r4/2p2pkp/p7/3nPP1p/N7/8/PpP1bK1P/1R6 b - - 3 30,707
1r1r4/2p2pkp/p7/4PP1p/N4n2/8/PpP1bK1P/1R6 w - - 4 31,-689
1r1r4/2p2pkp/p7/4PP1p/5n2/8/PNP1bK1P/1R6 b - - 0 31,733
1r6/2p2pkp/p7/4PP1p/5n2/8/PNPrbK1P/1R6 w - - 1 32,-600
1r6/2p2pkp/p7/4PP1p/5n2/4K3/PNPrb2P/1R6 b - - 2 32,665
1r6/2p2pkp/p7/4PP1p/5n2/4K3/PNr1b2P/1R6 w - - 0 33,-691
1r6/2p2pkp/p7/4PP1p/5K2/8/PNr1b2P/1R6 b - - 0 33,747
8/2p2pkp/p7/4PP1p/5K2/8/Prr1b2P/1R6 w - - 0 34,-755
8/2p2pkp/p7/4PP1p/5K2/8/PRr1b2P/8 b - - 0 34,733
8/2p2pkp/p7/4PP1p/5K2/8/Pr2b2P/8 w - - 0 35,-718
8/2p2pkp/p7/4PP1p/5K2/P7/1r2b2P/8 b - - 0 35,755
8/2p2pkp/p7/4PP1p/5K2/Pr6/4b2P/8 w - - 1 36,-708
8/2p2pkp/p3P3/5P1p/5K2/Pr6/4b2P/8 b - - 0 36,829
8/2p3kp/p3p3/5P1p/5K2/Pr6/4b2P/8 w - - 0 37,-840
8/2p3kp/p3P3/7p/5K2/Pr6/4b2P/8 b - - 0 37,839
8/2p3kp/p3P3/7p/5K2/r7/4b2P/8 w - - 0 38,-784
8/2p3kp/p3P3/7p/4K3/r7/4b2P/8 b - - 1 38,789
8/2p3kp/p3P3/7p/2b1K3/r7/7P/8 w - - 2 39,-805
8/2p1P1kp/p7/7p/2b1K3/r7/7P/8 b - - 0 39,808
8/2p1Pk1p/p7/7p/2b1K3/r7/7P/8 w - - 1 40,-809
8/2p1Pk1p/p7/7p/2b2K2/r7/7P/8 b - - 2 40,842
8/2p1Pk1p/p7/7p/2b2K2/7r/7P/8 w - - 3 41,-787
4k3/2p4p/p7/7p/2b2K2/7r/7P/8 w - - 0 42,-784
4k3/2p4p/p7/7p/2b1K3/7r/7P/8 b - - 1 42,847
5k2/2p4p/p7/7p/2b1K3/7r/7P/8 w - - 2 43,-812
5k2/2p4p/p7/7p/2bK4/7r/7P/8 b - - 3 43,818
5k2/2p4p/p3b3/7p/3K4/7r/7P/8 w - - 4 44,-832
5k2/2p4p/p3b3/2K4p/8/7r/7P/8 b - - 5 44,858
5k2/2pb3p/p7/2K4p/8/7r/7P/8 w - - 6 45,-828
5k2/2pb3p/p7/7p/1K6/7r/7P/8 b - - 7 45,838
6k1/2pb3p/p7/7p/1K6/7r/7P/8 w - - 8 46,-786
6k1/2pb3p/p7/K6p/8/7r/7P/8 b - - 9 46,855
6k1/2p4p/p7/Kb5p/8/7r/7P/8 w - - 10 47,-867
6k1/2p4p/p7/1b5p/1K6/7r/7P/8 b - - 11 47,874
6k1/2p4p/p7/1b5p/1K6/8/7r/8 w - - 0 48,-805
6k1/2p4p/p7/1b5p/8/K7/7r/8 b - - 1 48,813
6k1/2p4p/p1b5/7p/8/K7/7r/8 w - - 2 49,-828
6k1/2p4p/p1b5/7p/8/1K6/7r/8 b - - 3 49,848
6k1/2p4p/p1b5/8/7p/1K6/7r/8 w - - 0 50,-844
6k1/2p4p/p1b5/8/7p/K7/7r/8 b - - 1 50,861
6k1/2p4p/p1b5/8/8/K6p/7r/8 w - - 0 51,-926
6k1/2p4p/p1b5/8/8/1K5p/7r/8 b - - 1 51,963
6k1/2p4p/p1b5/8/8/1K5p/5r2/8 w - - 2 52,-1095
6k1/2p4p/p1b5/8/1K6/7p/5r2/8 b - - 3 52,1141
6k1/2p4p/p1b5/8/1K6/8/5r1p/8 w - - 0 53,-1124
6k1/2p4p/p1b5/8/8/1K6/5r1p/8 b - - 1 53,9994
6k1/2p4p/p1b5/8/8/1K6/5r2/7q w - - 0 54,-9996
6k1/2p4p/p1b5/8/8/2K5/5r2/7q b - - 1 54,9996
6k1/2p4p/p1b5/8/1K6/5r2/8/7q b - - 3 55,9998
6k1/2p4p/p1b5/2K5/8/5r2/8/4q3 b - - 5 56,9999
rnbqkbnr/p1ppppp1/8/1p5p/8/2N1P3/PPPPQPPP/R1B1KBNR b KQkq - 1 3,30
rnbqkbnr/p1ppppp1/8/7p/1p6/2N1P3/PPPPQPPP/R1B1KBNR w KQkq - 0 4,-6
rnbqkbnr/p1ppppp1/8/1N5p/1p6/4P3/PPPPQPPP/R1B1KBNR b KQkq - 1 4,114
rnbqkb1r/p1ppppp1/5n2/1N5p/1p6/4P3/PPPPQPPP/R1B1KBNR w KQkq - 2 5,-72
rnbqkb1r/p1ppppp1/5n2/1N5p/1p2P3/8/PPPPQPPP/R1B1KBNR b KQkq - 0 5,86
rnbqkb1r/p1pp1pp1/5n2/1N2p2p/1p2P3/8/PPPPQPPP/R1B1KBNR w KQkq - 0 6,-33
rnbqkb1r/p1pp1pp1/5n2/1N2p2p/1p1PP3/8/PPP1QPPP/R1B1KBNR b KQkq - 0 6,46
r1bqkb1r/p1pp1pp1/2n2n2/1N2p2p/1p1PP3/8/PPP1QPPP/R1B1KBNR w KQkq - 1 7,56
r1bqkb1r/p1pp1pp1/2n2n2/1N2p2p/1p1PP3/5N2/PPP1QPPP/R1B1KB1R b KQkq - 2 7,11
r2qkb1r/p1pp1pp1/b1n2n2/1N2p2p/1p1PP3/5N2/PPP1QPPP/R1B1KB1R w KQkq - 3 8,86
r2qkb1r/p1pp1pp1/b1n2n2/1N2P2p/1p2P3/5N2/PPP1QPPP/R1B1KB1R b KQkq - 0 8,-70
r2qkb1r/p1pp1pp1/2n2n2/1b2P2p/1p2P3/5N2/PPP1QPPP/R1B1KB1R w KQkq - 0 9,221
r2qkb1r/p1pp1pp1/2n2n2/1b2P2p/1p2P3/3Q1N2/PPP2PPP/R1B1KB1R b KQkq - 1 9,614
r2qkb1r/p1ppnpp1/5n2/1b2P2p/1p2P3/3Q1N2/PPP2PPP/R1B1KB1R w KQkq - 2 10,341
r2qkb1r/p1ppnpp1/5n2/1Q2P2p/1p2P3/5N2/PPP2PPP/R1B1KB1R b KQkq - 0 10,-304
r2qkb1r/p1ppnpp1/8/1Q2P2p/1p2n3/5N2/PPP2PPP/R1B1KB1R w KQkq - 0 11,293
r2qkb1r/p1ppnpp1/8/1Q2P2p/1p2n3/3B1N2/PPP2PPP/R1B1K2R b KQkq - 1 11,-294
1r1qkb1r/p1ppnpp1/8/1Q2P2p/1p2n3/3B1N2/PPP2PPP/R1B1K2R w KQk - 2 12,294
1r1qkb1r/p1ppnpp1/8/1Q2P2p/1p2n3/1P1B1N2/P1P2PPP/R1B1K2R b KQk - 0 12,434
1r1qkb1r/p1ppnpp1/8/1Q2P2p/1p6/1P1B1N2/P1P2nPP/R1B1K2R w KQk - 0 13,37
1r1qkb1r/p1ppnpp1/8/1Q2P2p/1p6/1P1B1N2/P1P2KPP/R1B4R b k - 0 13,324
3qkb1r/p1ppnpp1/8/1r2P2p/1p6/1P1B1N2/P1P2KPP/R1B4R w k - 0 14,-304
3qkb1r/p1ppnpp1/8/1B2P2p/1p6/1P3N2/P1P2KPP/R1B4R b k - 0 14,289
1q2kb1r/p1ppnpp1/8/1B2P2p/1p6/1P3N2/P1P2KPP/R1B4R w k - 1 15,-317
1q2kb1r/p1ppnpp1/8/4P2p/1pB5/1P3N2/P1P2KPP/R1B4R b k - 2 15,302
1q2kb1r/p1p1npp1/8/3pP2p/1pB5/1P3N2/P1P2KPP/R1B4R w k d6 0 16,-49
1q2kb1r/p1p1npp1/8/3pP2p/1p6/1P1B1N2/P1P2KPP/R1B4R b k - 1 16,292
3qkb1r/p1p1npp1/8/3pP2p/1p6/1P1B1N2/P1P2KPP/R1B4R w k - 2 17,-159
3qkb1r/p1p1npp1/8/3pP2p/1p6/1P1BBN2/P1P2KPP/R6R b k - 3 17,199
3qkb1r/2p1npp1/8/p2pP2p/1p6/1P1BBN2/P1P2KPP/R6R w k - 0 18,-97
3qkb1r/4npp1/2p5/pB1pP2p/1p6/1P2BN2/P1P2KPP/R6R w k - 0 19,-219
3qkb1r/4npp1/2p5/p2pP2p/1p6/1P1BBN2/P1P2KPP/R6R b k - 1 19,235
3qkb1r/4np2/2p3p1/p2pP2p/1p6/1P1BBN2/P1P2KPP/R6R w k - 0 20,-215
3qkb1r/4np2/2p3p1/p2pP2p/1p6/1P1BBN2/P1P3PP/R5KR b k - 1 20,322
3qk2r/4npb1/2p3p1/p2pP2p/1p6/1P1BBN2/P1P3PP/R5KR w k - 2 21,-229
3qk2r/4npb1/2p3p1/p1BpP2p/1p6/1P1B1N2/P1P3PP/R5KR b k - 3 21,283
4k2r/2q1npb1/2p3p1/p1BpP2p/1p6/1P1B1N2/P1P3PP/R5KR w k - 4 22,-220
4k2r/2q1npb1/2p3p1/p1BpP2p/1p6/1P1B1N2/P1P3PP/4R1KR b k - 5 22,217
5rk1/2q1npb1/2p3p1/p1BpP2p/1p6/1P1B1N2/P1P3PP/4R1KR w - - 6 23,-198
5rk1/2q1npb1/2p1P1p1/p1Bp3p/1p6/1P1B1N2/P1P3PP/4R1KR b - - 0 23,195
5rk1/1q2npb1/2p1P1p1/p1Bp3p/1p6/1P1B1N2/P1P3PP/4R1KR w - - 1 24,-102
6k1/1q2nrb1/2p3p1/p1Bp3p/1p6/1P1B1N2/P1P3PP/4R1KR w - - 0 25,-127
6k1/1q2nrb1/2p3p1/p1Bp2Np/1p6/1P1B4/P1P3PP/4R1KR b - - 1 25,118
6k1/1q3rb1/2p3p1/p1Bp1nNp/1p6/1P1B4/P1P3PP/4R1KR w - - 2 26,-68
6k1/1q3Nb1/2p3p1/p1Bp1n1p/1p6/1P1B4/P1P3PP/4R1KR b - - 0 26,114
6k1/5qb1/2p3p1/p1Bp1n1p/1p6/1P1B4/P1P3PP/4R1KR w - - 0 27,-107
6k1/5qb1/2p3p1/p1Bp1n1p/1p6/1P1B3P/P1P3P1/4R1KR b - - 0 27,284
6k1/5qb1/2p3p1/p1Bp3p/1p5n/1P1B3P/P1P3P1/4R1KR w - - 1 28,-160
6k1/5qb1/2p3p1/p1Bp3p/1p5n/1P1B3P/P1P3P1/5RKR b - - 2 28,247
6k1/2q3b1/2p3p1/p1Bp3p/1p5n/1P1B3P/P1P3P1/5RKR w - - 3 29,-270
6k1/2q3b1/2p3p1/p2p3p/1B5n/1P1B3P/P1P3P1/5RKR b - - 0 29,660
6k1/2q5/2p3p1/p2p3p/1B1b3n/1P1B3P/P1P2RP1/6KR b - - 2 30,653
6k1/8/2p3p1/p2p3p/1B1b3n/1P1B2qP/P1P2RP1/6KR w - - 3 31,-9998
6k1/8/2p3p1/p2p3p/1B1bB2n/1P4qP/P1P2RP1/6KR b - - 4 31,9998
6k1/8/2p3p1/p2p3p/1B1bB2n/1P5P/P1P2qPK/7R b - - 1 32,9999
rnbqkb1r/p1pppppp/1p3n2/8/1P6/5N2/PBPPPPPP/RN1QKB1R b KQkq - 3 3,0
rnbqkb1r/p1p1pppp/1p3n2/3p4/1P6/5N2/PBPPPPPP/RN1QKB1R w KQkq - 0 4,23
rnbqkb1r/p1p1pppp/1p3n2/1P1p4/8/5N2/PBPPPPPP/RN1QKB1R b KQkq - 0 4,0
r1bqkb1r/p1pnpppp/1p3n2/1P1p4/8/5N2/PBPPPPPP/RN1QKB1R w KQkq - 1 5,23
r1bqkb1r/p1pnpppp/1p3n2/1P1p4/3P4/5N2/PBP1PPPP/RN1QKB1R b KQkq - 0 5,21
r1bqkb1r/p1pn1ppp/1p2pn2/1P1p4/3P4/5N2/PBP1PPPP/RN1QKB1R w KQkq - 0 6,-9
r1bqkb1r/p1pn1ppp/1p2pn2/1P1p4/3P4/2N2N2/PBP1PPPP/R2QKB1R b KQkq - 1 6,67
r1bqk2r/p1pn1ppp/1p2pn2/1P1p4/1b1P4/2N2N2/PBP1PPPP/R2QKB1R w KQkq - 2 7,-67
r1bqk2r/p1pn1ppp/1p2pn2/1P1p4/1b1P4/2N1PN2/PBP2PPP/R2QKB1R b KQkq - 0 7,136
r1bq1rk1/p1pn1ppp/1p2pn2/1P1p4/1b1P4/2N1PN2/PBP2PPP/R2QKB1R w KQ - 1 8,-63
r1bq1rk1/p1pn1ppp/1p2pn2/1P1p4/1b1P4/2N1PN2/PBP1BPPP/R2QK2R b KQ - 2 8,188
r1bq1rk1/p1pn1ppp/1p2p3/1P1p4/1b1Pn3/2N1PN2/PBP1BPPP/R2QK2R w KQ - 3 9,-325
r1bq1rk1/p1pn1ppp/1p2p3/1P1p4/1b1Pn3/2NQPN2/PBP1BPPP/R3K2R b KQ - 4 9,320
r1bq1rk1/2pn1ppp/pp2p3/1P1p4/1b1Pn3/2NQPN2/PBP1BPPP/R3K2R w KQ - 0 10,-147
r1bq1rk1/2pn1ppp/pp2p3/1P1pN3/1b1Pn3/2NQP3/PBP1BPPP/R3K2R b KQ - 1 10,284
r1b2rk1/2pn1ppp/pp2p3/1P1pN1q1/1b1Pn3/2NQP3/PBP1BPPP/R3K2R w KQ - 2 11,-200
r1b2rk1/2pn1ppp/pp2p3/1P1p2q1/1b1Pn1N1/2NQP3/PBP1BPPP/R3K2R b KQ - 3 11,287
r1b2rk1/2pn1pp1/pp2p3/1P1p2qp/1b1Pn1N1/2NQP3/PBP1BPPP/R3K2R w KQ - 0 12,-297
r1b2rk1/2pn1pp1/pp2p3/1P1p2qp/1b1Pn1N1/2NQP2P/PBP1BPP1/R3K2R b KQ - 0 12,386
r1b2rk1/2pn2p1/pp2pp2/1P1p2qp/1b1Pn1N1/2NQP2P/PBP1BPP1/R3K2R w KQ - 0 13,-261
r1b2rk1/2pn2p1/pp2pp2/1P1p2qp/1b1Pn1N1/2NQP2P/PBP1BPP1/R4RK1 b - - 1 13,418
r1b2rk1/2pn2p1/pp2pp2/1P1p2qp/3Pn1N1/2bQP2P/PBP1BPP1/R4RK1 w - - 0 14,-367
r1b2rk1/2pn2p1/pp2pp2/1P1p2qp/3PnPN1/2bQP2P/PBP1B1P1/R4RK1 b - - 0 14,423
r1b2rk1/2pn2p1/pp2ppq1/1P1p3p/3PnPN1/2bQP2P/PBP1B1P1/R4RK1 w - - 1 15,-412
r1b2rk1/2pn2p1/pp2ppq1/1P1p3p/3PnPN1/2bQP2P/PBP1B1P1/3R1RK1 b - - 2 15,542
r1b2rk1/2pn2p1/pp2ppq1/1P1p3p/3PnPN1/3QP2P/PbP1B1P1/3R1RK1 w - - 0 16,-534
r1b2rk1/2pn2p1/pp2ppq1/1P1p3p/3PnP2/3QP2P/PbP1BNP1/3R1RK1 b - - 1 16,510
r1b2rk1/2pn2p1/pp2ppq1/1P1p4/3PnP1p/3QP2P/PbP1BNP1/3R1RK1 w - - 0 17,-422
r1b2rk1/2pn2p1/pp2ppq1/1P1p4/3PnP1p/1Q2P2P/PbP1BNP1/3R1RK1 b - - 1 17,472
r1b2rk1/2pn2p1/pp2ppq1/1P1p4/3bnP1p/1Q2P2P/P1P1BNP1/3R1RK1 w - - 0 18,-420
r1b2rk1/2pn2p1/pp2ppq1/1P1p4/3PnP1p/1Q5P/P1P1BNP1/3R1RK1 b - - 0 18,423
r1b2rk1/2pn2p1/pp2p1q1/1P1p1p2/3PnP1p/1Q5P/P1P1BNP1/3R1RK1 w - - 0 19,-428
r1b2rk1/2pn2p1/Pp2p1q1/3p1p2/3PnP1p/1Q5P/P1P1BNP1/3R1RK1 b - - 0 19,497
r4rk1/2pn2p1/bp2p1q1/3p1p2/3PnP1p/1Q5P/P1P1BNP1/3R1RK1 w - - 0 20,-377
r4rk1/2pn2p1/Bp2p1q1/3p1p2/3PnP1p/1Q5P/P1P2NP1/3R1RK1 b - - 0 20,409
r4rk1/2pn2p1/Bp2p1q1/3p1p2/3P1P1p/1Q5P/P1P2nP1/3R1RK1 w - - 0 21,-381
r4rk1/2pn2p1/Bp2p1q1/3p1p2/3P1P1p/4Q2P/P1P2nP1/3R1RK1 b - - 1 21,773
r4rk1/2pn2p1/Bp2p1q1/3p1p2/3P1P1p/4Q2P/P1P3P1/3n1RK1 w - - 0 22,-738
r4rk1/2pn2p1/Bp2p1q1/3p1p2/3P1P1p/4Q2P/P1P3P1/3R2K1 b - - 0 22,731
5rk1/2pn2p1/rp2p1q1/3p1p2/3P1P1p/4Q2P/P1P3P1/3R2K1 w - - 0 23,-740
5rk1/2pn2p1/rp2p1q1/3p1p2/3P1P1p/P3Q2P/2P3P1/3R2K1 b - - 0 23,805
r5k1/2pn2p1/rp2p1q1/3p1p2/3P1P1p/P3Q2P/2P3P1/3R2K1 w - - 1 24,-758
r5k1/2pn2p1/rp2p1q1/3p1p2/3P1P1p/P3Q2P/2P3P1/5RK1 b - - 2 24,750
r5k1/2pn2p1/1p2p1q1/3p1p2/3P1P1p/r3Q2P/2P3P1/5RK1 w - - 0 25,-722
r5k1/2pn2p1/1p2p1q1/3p1p2/3P1P1p/r1P1Q2P/6P1/5RK1 b - - 0 25,817
r5k1/2pn2p1/1p2p1q1/3p1p2/3P1P1p/2P1Q2P/6P1/r4RK1 w - - 1 26,-764
r5k1/2pn2p1/1p2p1q1/3p1p2/3P1P1p/2P1Q2P/6P1/R5K1 b - - 0 26,820
6k1/2pn2p1/1p2p1q1/3p1p2/3P1P1p/2P1Q2P/6PK/r7 b - - 1 27,852
6k1/2pn2p1/1p2p1q1/3p1p2/3P1P1p/2P1Q2P/6PK/5r2 w - - 2 28,-775
6k1/2pn2p1/1p2p1q1/3p1p2/2PP1P1p/4Q2P/6PK/5r2 b - - 0 28,877
6k1/2pn2p1/1p2p1q1/5p2/2pP1P1p/4Q2P/6PK/5r2 w - - 0 29,-866
6k1/2pn2p1/1p2p1q1/5p2/2pP1P1p/Q6P/6PK/5r2 b - - 1 29,994
