fen,cp
qr2kb1r/4np1p/7P/1P1pp3/p2P2bP/NPB5/R1P1PP2/1N2K2R b - - 0 34,726
qr2kb1r/5p1p/4b2P/1P1ppn2/p2P3P/NPB1P3/R1P2P2/1N2K2R w - - 1 36,-763
1r2kb1r/5p1p/4b2P/1P1ppn2/q2P3P/N1B1P3/R1P2P2/1N2K2R w - - 0 37,-643
1r2kb1r/5p1p/4b2P/1P1ppn2/q2P3P/N1B1P3/R1P2P2/1N1K3R b - - 1 37,775
1r2kb1r/5p1p/3nb2P/1P1pp3/q2P3P/N3P3/R1PB1P2/1N1K3R b - - 3 38,659
qr2kb1r/5p1p/3nb2P/1P1pp3/3P3P/N3P3/R1PB1P2/1N1K3R w - - 4 39,-707
qr2kb1r/5p1p/3nb2P/1P1pp2P/3P4/N3P3/R1PB1P2/1N1K3R b - - 0 39,715
qr2kb1r/5p1p/4b2P/1P1pp2P/2nP4/N3P3/R1PB1P2/1N1K3R w - - 1 40,-669
qr2kb1r/5p1p/4b2P/1P1pp2P/2nP4/N3P3/R1PB1P2/1N2K2R b - - 2 40,683
qr2kb1r/5p1p/4b2P/nP1pp2P/3P4/N3P2R/R1PB1P2/1N2K3 b - - 4 41,759
qr2kb1r/5p1p/4b2P/nP1p3P/3Pp3/N1P1P2R/R2B1P2/1N2K3 b - - 0 42,813
qr2k2r/7p/3bb2P/nP1p1p1P/3Pp3/2P1P3/R2BKP1R/1N6 w - - 2 45,-584
qr2k2r/3b3p/3b3P/nP1p1p1P/3Pp3/2P1P3/3BKP1R/RN6 w - - 4 46,-660
qr2k2r/3b3p/7P/nP1p1p1P/1b1PpP2/2P1P3/3BK2R/RN6 w - - 1 47,-447
qr2k2r/3b3p/7P/nP1p1p1P/Rb1PpP2/2P1P3/3BK2R/1N6 b - - 2 47,808
qr2k2r/3b3p/7P/nPbp1p1P/R2PpP2/2P1P3/3BK2R/1N6 w - - 3 48,-493
qr2k1r1/3b3p/7P/nPbp1p1P/R2PpP2/2P1P3/3B3R/1N3K2 w - - 5 49,-604
qr2k1r1/3b3p/7P/nPbp1p1P/2RPpP2/2P1P3/3BR3/1N3K2 w - - 11 52,-607
qr2k1r1/3b3p/7P/nPbp1p1P/2RPpP2/N1P1P3/3BR3/5K2 b - - 12 52,831
qr2k1r1/3b3p/1b5P/nP1p1p1P/2RPpP2/N1P1P3/4R3/2B2K2 b - - 14 53,809
qr2k1r1/7p/1b2b2P/nP1p1p1P/2RPpP2/N1P1P3/4R3/2B2K2 w - - 15 54,-728
qr1k2r1/1R5p/1b2b2P/nP1p1p1P/3PpP2/N1P1P3/4R3/2B2K2 b - - 18 55,843
qr1k2r1/1Rb4p/4b2P/nP1p1p1P/3PpP2/N1P1P3/4R3/2B2K2 w - - 19 56,-647
qr1k2r1/7p/1b2b2P/nP1p1p1P/3PpP2/N1P1P3/4R3/2B2K2 w - - 0 57,-823
qr1k2r1/7p/1b2b2P/nP1p1p1P/3PpP2/N1P1P3/2R5/2B2K2 b - - 1 57,828
qr1k1r2/7p/1b2b2P/nP1p1p1P/3PpP2/N1P1P3/2R5/2B2K2 w - - 2 58,-752
qr1k1r2/7p/1b2b2P/nP1p1p1P/2NPpP2/2P1P3/2R5/2B2K2 b - - 3 58,751
qr1k4/5r1p/1bn1b2P/1P1p1p1P/3PpP2/2P1P3/2RN4/2B3K1 b - - 7 60,712
rnbqk1nr/pppp1p1p/7b/4p3/4N1p1/3P3P/PPP1PPP1/R1BQKBNR w KQkq - 0 5,184
rnbqk1nr/pppp1p1p/7b/4p3/1P2N1p1/3P3P/P1P1PPP1/R1BQKBNR b KQkq - 0 5,-3
rnbqk1nr/ppp2p1p/3p3b/4p1N1/1P4p1/3P3P/P1P1PPP1/R1BQKBNR b KQkq - 1 6,380
r1bqk1nr/pppn1p1p/3p3b/4p1N1/1P4p1/3P3P/P1P1PPP1/R1BQKBNR w KQkq - 2 7,-21
r1bqk1nr/pppn1pb1/3p3p/4p1N1/1P4p1/3PP2P/PBP2PP1/R2QKBNR w KQkq - 0 9,39
r1bqk1nr/pppn1pb1/3p3p/4p1N1/1P4P1/3PP3/PBP2PP1/R2QKBNR b KQkq - 0 9,333
r1bqk2r/pppn1pb1/3p1n1p/4p1N1/1P4PR/3PP3/PBP2PP1/R2QKBN1 b Qkq - 2 10,348
r1bqk1r1/1pp2pb1/p2p1n1p/2n1p1N1/1P4PR/3PP3/P1P1QPP1/B1R1KBN1 b q - 1 13,406
r1bqk1r1/1pp2pb1/p2p1n1p/4p1N1/1P4PR/Pn1PP3/2P1QPP1/B1R1KBN1 b q - 0 14,442
r1bqk1r1/1pp2pb1/p2p1n1p/2n1p1N1/1P4PR/P2PP3/2P1QPP1/B1R1KBN1 w q - 1 15,172
r1bqk1r1/1pp2pb1/p2p1n1p/2n1p3/1P4PR/P2PPN2/2P1QPP1/B1R1KBN1 b q - 2 15,-70
r1bq1kr1/1pp2pb1/p2p1n1p/2n1p3/1P4PR/P2PPN2/2P1QPP1/B1R1KBN1 w - - 3 16,478
r1b2kr1/1pp1qpb1/p2p1n1p/2n1p3/1P4PR/P2PPN2/2P2PP1/B1RQKBN1 w - - 5 17,428
r1bq1kr1/1pp2pb1/p2p1n1p/2n1p1N1/1P4PR/P2PP3/2P2PP1/B1RQKBN1 w - - 7 18,211
r1bq1kr1/1pp2pb1/p2p1n1p/1Pn1p1N1/6PR/P2PP3/2P2PP1/B1RQKBN1 b - - 0 18,536
r2q1kr1/1pp2pb1/p2pbn1p/1Pn1p1N1/6PR/P2PP3/2P1QPP1/B1R1KBN1 b - - 2 19,512
r2q1kr1/1pp2pb1/p2pb2p/1Pn1p1N1/4n1PR/P2PP3/2P1QPP1/B1R1KBN1 w - - 3 20,50
r2q1kr1/1pp2p2/p2pbb1p/1P2p1N1/2P1n1P1/Pn1PP3/1B2QPPR/2R1KBN1 b - - 4 22,408
r2q1kr1/1p3p2/p2pbb1p/1Pp1p1N1/2P1n1P1/Pn1PP3/1B2QPPR/3RKBN1 b - - 1 23,680
r2q1kr1/1p3p2/p2pbb1p/1Pp1p1N1/2P3P1/Pn1PP1n1/1B2QPPR/3RKBN1 w - - 2 24,268
r4kr1/1p2qp2/p2pbb1p/1Pp1p1N1/2P3P1/Pn1PP1n1/1B1NQPPR/3RKB2 b - - 5 25,439
r4kr1/1p2qp2/3pbb1p/1pp1p1N1/2P3P1/Pn1PP3/3NnPPR/B2RKB2 w - - 0 27,-498
r4kr1/1p2qp2/3pbb1p/1pp1p1N1/2P3P1/Pn1PP1P1/3NnP1R/B2RKB2 b - - 0 27,689
r4krb/1p2qp2/3pb2p/1pp1p1N1/2P3P1/Pn1PP1P1/3NnP1R/B2RKB2 w - - 1 28,-510
r4k2/1p2qp2/3pbb1p/1pp1p1r1/2P3P1/PN1PP1P1/4nP1R/B2RKB2 b - - 0 30,554
r4k1b/1p2qp2/4b3/1pppp1rp/2P3P1/PN1PP1PR/4nP2/B1R1KB2 w - - 0 33,-589
r4k1b/1p2qp2/4b3/Npppp1r1/2P3p1/P2PP1PR/4nP2/B1R1KB2 w - - 0 34,-474
r4k2/1p2qp2/4bb2/Npppp1r1/2P3p1/P2PP1PR/4KPB1/B1R5 b - - 2 35,671
r4k2/1p1q1p2/4bb2/Npppp1r1/2P3p1/P2PP1PR/4KPB1/B1R5 w - - 3 36,-556
r4k2/1p1q1pb1/4b3/Npppp1r1/2P3p1/P2PP1PR/5PB1/B1R1K3 w - - 5 37,-561
r4k2/1p1q2b1/4bp2/Npppp1r1/2P3p1/P2PP1PR/2R2PB1/B3K3 w - - 0 38,-628
r2q1k2/1p4b1/4bp2/Npppp1r1/2P3p1/P2PPBPR/4RP2/B3K3 b - - 3 39,833
r2q1k2/1p4b1/2B2p2/Npp1p1r1/2bp2p1/P2PP1PR/4RP2/B3K3 w - - 0 41,-562
r4k2/1p4b1/1qB2p2/Npp1p1r1/2bp2p1/P2PPPPR/1R6/B3K3 b - - 2 42,916
r4k2/1p4b1/2B2p2/qpp1p1r1/2bp2p1/P2PPPPR/1R6/B3K3 w - - 0 43,-943
r4k2/1p4b1/2B2p2/qpp1p1r1/1Rbp2p1/P2PPPPR/8/B3K3 b - - 1 43,985
r4k2/1p4b1/2B2p2/qpp1p1r1/1R1p2p1/P2bPPPR/5K2/B7 b - - 1 44,1044
r4k2/1p4b1/2B2p1r/qpp1pb2/3p2p1/P1B1PPPR/1R3K2/8 w - - 6 47,-655
r4k2/6b1/1pB2pr1/qpp1pb2/3p2p1/P1B1PPPR/1R3K2/8 w - - 0 49,-482
r4k2/6b1/1pB2pr1/qpp1pb2/3pP1p1/P1B2PPR/1R3K2/8 b - - 0 49,836
r6b/5k2/1pB2pr1/qRp1pb2/3pP1p1/P1B2PPR/5K2/8 w - - 1 51,-226
r6b/5k2/1pB2pr1/qRp1pb2/3pP1p1/P1B2PPR/8/6K1 b - - 2 51,480
r6b/5k2/qpB2pr1/1Rp1pb2/3pP1p1/P1B2PPR/8/6K1 w - - 3 52,-465
3r3b/5k2/qpB2pr1/BRp1pb2/3pP1p1/P4PPR/8/6K1 w - - 5 53,-488
2brB2b/5k2/qp3pr1/B1p1p3/3pP1p1/PR3PPR/8/6K1 b - - 8 54,805
2b1r2b/5k2/qp3pr1/B1p1p3/3pP1p1/PR3PPR/8/6K1 w - - 0 55,-846
2b1r2b/5k2/qp3pr1/2p1p3/1B1pP3/P3RPPp/8/6K1 b - - 1 56,1133
2b1r2b/3q1k2/1p3pr1/2p1p3/1B1pP3/P4PPp/8/3R2K1 b - - 5 58,1084
2b1r2b/q4k2/1p3pr1/2p1p3/1B1pP3/P4PPp/8/3R2K1 w - - 6 59,-989
4r2b/q4k2/bp3pr1/2p1p3/3pP3/P4PPp/3B4/3R2K1 w - - 8 60,-991
4r2b/q4k2/bp3pr1/2p1p3/3pP3/P4PPp/3B4/5RK1 b - - 9 60,1090
rnbqkb1r/1p1ppppp/p6n/2p5/P4P2/2N4P/1PPPP1P1/R1BQKBNR w KQkq - 0 5,34
rnbqkb1r/1p1ppppp/p6n/2p5/PP3P2/2N4P/2PPP1P1/R1BQKBNR b KQkq - 0 5,180
1nbqkb1r/rp1ppppp/p6n/2p5/PP3P2/2N1P2P/2PP2P1/R1BQKBNR b KQk - 0 6,49
1nbqkb1r/rp1ppp1p/p5pn/1Pp5/P4P2/2N1P2P/2PP2P1/R1BQKBNR b KQk - 0 7,6
1nbqkb1r/rp1ppp1p/6pn/pPp5/P4P2/2N1P2P/2PP2P1/R1BQKBNR w KQk - 0 8,176
1nbqkb1r/rp1pp2p/6pn/pPp2p1Q/P4P2/2N1P2P/2PP2P1/R1BK1BNR b k - 1 9,595
2bqkb1r/rp1pp2p/2n3pn/pPp2p1Q/P4P2/2N1P2P/2PP2P1/R1BK1BNR w k - 2 10,108
r1bqkb1r/1p1pp2p/2n3pn/pPp2p1Q/P4P2/2N1P2P/1BPP2P1/R2K1BNR w k - 4 11,175
r1bqkbr1/1p1pp2p/2n3pn/pPp2p1Q/P4P2/4P2P/1BPP2P1/RN1K1BNR w - - 6 12,225
r1bqkbr1/1p1pp2p/2n3pn/pPp2p1Q/P4P2/4P2P/1BPP2P1/RN2KBNR b - - 7 12,572
rnbqkbr1/1p1pp2p/6pn/pPp2p1Q/P4P2/4P2P/2PP2P1/RNB1KBNR b - - 9 13,689
rnbq1br1/1p1ppk1p/6pn/pPp2p1Q/P4P2/4P2P/2PP2P1/RNB1KBNR w - - 10 14,116
rnbq1br1/3ppk1p/1p4pn/pPp2p1Q/P4P2/4P2P/2PP1KP1/RNB2BNR w - - 0 15,64
rnbq1br1/3ppk1p/1p4pn/pPp2p1Q/P4P2/4P2P/2PPBKP1/RNB3NR b - - 1 15,509
rnbq1br1/3ppk1p/1p5n/pPp2p1p/P4P2/4P2P/2PPBKP1/RNB3NR w - - 0 16,-490
rnbq1br1/3ppk1p/1p5n/pPp2p1p/P4P2/3PP2P/2P1BKP1/RNB3NR b - - 0 16,650
rnbq1br1/3pp1kp/1p5n/pPp2p1p/P4P2/3PP2P/2P1BKP1/RNB3NR w - - 1 17,-578
rnbq1br1/3pp1kp/1p5n/pPp2p1p/P4P2/R2PP2P/2P1BKP1/1NB3NR b - - 2 17,693
rnbq1br1/3ppnkp/1p6/pPp2p1p/P4P2/R2PP2P/2P1BKP1/1NB3NR w - - 3 18,-504
rnbq1br1/3ppnkp/1p6/pPp2p1p/P2P1P2/R3P2P/2P1BKP1/1NB3NR b - - 0 18,695
rnb1qbr1/3ppnkp/1p6/pPp2p1p/P2P1P2/R3P2P/2PNBKP1/2B3NR b - - 2 19,651
rnb1qbr1/3ppn1p/1p5k/pPp2p1p/P2P1P2/R3P2P/2PNBKP1/2B3NR w - - 3 20,-568
rnb1qbrn/3pp2p/1p5k/pPp2p1p/P1NP1P2/R3P2P/2P2KP1/2BB2NR b - - 6 21,512
rnb1qb1n/4p2p/1p1p3k/pPp2p1p/P1NP1P2/R3PNrP/2P2KP1/2BB3R w - - 0 23,-255
rnb1qb1n/4p2p/1p1p3k/pPp2p1p/P1NP1P1N/R3P1rP/2P2KP1/2BB3R b - - 1 23,434
rnb1qb1n/4p2p/1p1p3k/pPp2N1p/P1NP1P2/R3r2P/2P2KP1/2BB3R b - - 0 24,350
rnb1qb1n/4p2p/1p1p2k1/pPp2N1p/P1NP1P2/R3r2P/2P2KP1/2BB1R2 b - - 2 25,460
rn2qb1n/4p2p/1p1p2k1/pPp2b1p/P1NP1P2/R3r2P/2P2KP1/2BB1R2 w - - 0 26,-360
rn2qb1n/4p2p/1p1p2k1/pPp2b1p/P2P1P2/R3r2P/2PN1KP1/2BB1R2 b - - 1 26,617
rn2qb1n/4p3/1p1p2kp/pPp2b1p/P2P1P2/R3r2P/2PN1KP1/2BB1R2 w - - 0 27,-487
rn2qb1n/4p3/1p1p2kp/pPp2b1p/P2P1P2/R3rB1P/2PN1KP1/2B2R2 b - - 1 27,715
rn2qb1n/3bp3/1p1p2kp/pPp4p/P2P1P2/R4B1P/2PNK1P1/2B2R2 w - - 1 29,-187
rn2q2n/3bp1b1/1p1p2kp/pPp4p/P2P1P2/R4B1P/2PN2P1/2B1KR2 w - - 3 30,-193
rn2q2n/3bp1b1/1p1p1k1p/pPp2P1p/P2P4/R4B1P/2PN2P1/2B1K1R1 b - - 2 31,258
rn2q2n/3bp1b1/1p1p1k1p/pP3P1p/P1pP4/R4B1P/2PN2P1/2B1K1R1 w - - 0 32,-147
rn2q2n/3bp1b1/1p1p1k1p/pP3P1B/P2P4/1p5P/2PN2P1/2B1K1R1 b - - 0 33,654
rn2q3/3bpnb1/1p1p1k1p/pP3P1B/P2P4/1P5P/3N2P1/2B1K1R1 b - - 0 34,409
rn1q4/3bpnb1/1p1p1k1p/pP3P2/P2P4/1P5P/3NB1P1/2B1K1R1 b - - 2 35,485
rn1q4/3bp1b1/1p1p1k1p/pP2nP2/P2P4/1P5P/3N2P1/2BBK1R1 b - - 4 36,599
rn1q4/4p1b1/1pbp1k2/pP2nP1p/P2P4/1P5P/3N2P1/2BBK2R w - - 2 38,-352
rn1q4/4p1b1/1pbp4/pP2kP1p/P7/BP5P/3N2P1/3BK2R b - - 1 39,324
rn1q4/4p3/1pbp3b/pP2kP1p/P7/BP5P/3N2P1/3BK2R w - - 2 40,-307
rn1q4/4p3/1pbp3b/pP2kP1p/P7/BP5P/3N2PR/3BK3 b - - 3 40,411
rn1q4/3bp3/1p1p3b/pP2kP1p/P7/BP5P/6PR/1N1BK3 b - - 5 41,504
rnbq4/4p3/1p1p3b/pP1k1P1p/P7/1P5P/1B4PR/1N1BK3 w - - 8 43,-204
rnbq4/4p3/1p1p3b/pP1k1P1p/P7/1PB4P/6PR/1N1BK3 b - - 9 43,493
rn1q4/3bp3/1p1p3b/pP1k1P1p/P7/1PB4P/6PR/1N1BK3 w - - 10 44,-278
rn6/2qbp3/1p1p4/pP1k1PbB/PP6/2B4P/6PR/1N2K3 w - - 1 46,0
rn6/2qbp1B1/1p1p4/pP1k1PbB/PP6/7P/6PR/1N2K3 b - - 2 46,587
rn6/3bp3/1pqp1B2/pP1k1PbB/PP6/7P/6PR/1N2K3 b - - 4 47,668
r7/3bp3/npqp1B2/PP1k1P1B/P7/4b2P/6PR/1N2K3 w - - 1 49,121
r3B3/3bp3/npqp1B2/PP1k1P2/P7/4b2P/6PR/1N2K3 b - - 2 49,751
r3B3/3bp3/npqp3b/PP1k1P2/P7/7P/6PR/BN2K3 b - - 4 50,764
r3B3/3bp3/npqp4/PP1k1P2/P7/7P/6PR/BNb1K3 w - - 5 51,118
r3B3/3bp3/npqp4/PP1k1P2/P7/7P/6PR/BNb2K2 b - - 6 51,665
r3B3/3bp3/npqp4/PP2kP2/P7/2N4P/1b4PR/B4K2 w - - 9 53,89
r3B3/3bp3/npPp4/P3kP2/P7/2N4P/1b4PR/B4K2 b - - 0 53,-203
r3b3/4p3/npPp4/P3kP2/P7/2N4P/1b4PR/B4K2 w - - 0 54,237
r3b3/4p3/npPp4/P3kP2/P7/2N4P/1b4P1/B4K1R b - - 1 54,481
r3b3/4p3/npP5/P2pkP2/P7/2N4P/1b4P1/B4K1R w - - 0 55,233
r7/4pb2/npP5/PN1pkP2/P7/7P/1b4P1/B4K1R w - - 2 56,473
r7/4pb2/npP5/P2pkP2/P7/N6P/1b4P1/B4K1R b - - 3 56,257
r7/4pb2/npP2b2/P2p1P2/P6P/3k2P1/8/BN3K1R b - - 2 59,268
r1bqkbnr/ppp1p1pp/2np1p2/1B6/8/4P3/PPPPQPPP/RNB1K1NR w KQkq - 0 4,70
r1bqkbnr/ppp1p1pp/2np1p2/1B6/7P/4P3/PPPPQPP1/RNB1K1NR b KQkq - 0 4,-26
r2qkbnr/pppbp1pp/2np1p2/1B6/7P/4P3/PPPPQPP1/RNB1K1NR w KQkq - 1 5,32
r2qkbnr/pppbp1pp/2np1p2/1B6/2P4P/4P3/PP1PQPP1/RNB1K1NR b KQkq - 0 5,-19
r2qkbnr/pppbp1pp/2np4/1B3p2/2P4P/4P3/PP1PQPP1/RNB1K1NR w KQkq - 0 6,17
r2qkbnr/pppbp1pp/2np4/1B3p2/2P4P/4P3/PP1P1PP1/RNBQK1NR b KQkq - 1 6,63
r2q1bnr/pppbpkpp/2np4/1B3p2/2P4P/4P3/PP1P1PP1/RNBQK1NR w KQ - 2 7,44
r2q1bnr/pppbpkpp/2np4/1B3p2/2P4P/2N1P3/PP1P1PP1/R1BQK1NR b KQ - 3 7,-61
r2qbbnr/ppp1pkpp/2np4/1B3p2/N1P4P/4P3/PP1P1PP1/R1BQK1NR b KQ - 5 8,17
rq2bbnr/ppp1pkpp/2np4/1B3p2/N1P4P/4P3/PP1P1PP1/R1BQK1NR w KQ - 6 9,107
r1q1bbnr/ppp1pkpp/2np4/1B3p2/N1P4P/4P3/PP1P1PP1/R1BQ1KNR w - - 8 10,71
r1q1bbnr/ppp1pkpp/2np4/1B3p2/N1P4P/4P3/PP1P1PPR/R1BQ1KN1 b - - 9 10,88
r1q1bbnr/ppp1pkp1/B2p3p/n4p2/N1P4P/4PQ2/PP1P1PPR/R1B2KN1 b - - 3 12,439
r1q1bbnr/p1p1pkp1/B2p3p/np3p2/N1P4P/P3PQ2/1P1P1PPR/R1B2KN1 b - - 0 13,472
r1q1bbnr/p1p1p1p1/B2p2kp/np3p2/N1P4P/P3PQ2/1P1P1PPR/R1B2KN1 w - - 1 14,506
r1q1bbnr/p1p1p1p1/B2p2kp/npN2p2/2P4P/P3PQ2/1P1P1PPR/R1B2KN1 b - - 2 14,-256
r2qbbnr/p1p1p1p1/B2p2kp/npN2p2/2P4P/P3PQ2/RP1P1PPR/2B2KN1 b - - 4 15,310
r2q1bnr/pQp1p1p1/B2pN1kp/np1b1p2/2P4P/P3P3/RP1P1PPR/2B2KN1 b - - 8 17,464
r2q1bnr/pQp1p1pk/B2p4/n2b1ppP/1pP5/P3P3/RP1P1PPR/2B2KN1 w - - 0 20,283
r2q1bnr/pQp1p1pk/B2p4/n2b1ppP/1pP5/P3P3/RP1P1PPR/2B1K1N1 b - - 1 20,647
r2q1b1r/pQp1p1pk/B2p3n/n2b1ppP/1pP5/P3P3/RP1P1PPR/2B1K1N1 w - - 2 21,0
r2q1b1r/pQp1p1pk/B2p3n/n2b1ppP/1pP1P3/P7/RP1P1PPR/2B1K1N1 b - - 0 21,785
r2q1b1r/p1p1p2k/B1Qp2pn/n2b1ppP/1pP1P3/P7/RP1P1PPR/2B1K1N1 b - - 1 22,730
2rq1b1r/p1p1p2k/B1Qp2pn/n2b1ppP/1pP1P3/P7/RP1P1PPR/2B1K1N1 w - - 2 23,243
2rq1b1r/pQp1p2k/B2p2pn/n2b1ppP/1pP1P3/P7/RP1P1PPR/2B1K1N1 b - - 3 23,706
2rq1b1r/pQp1p2k/B2p2pn/3b1ppP/1pn1P3/P7/RP1P1PPR/2B1K1N1 w - - 0 24,295
1Qrq1b1r/p1p1p2k/B2p2pn/3b1ppP/1pn1P3/P7/RP1P1PPR/2B1K1N1 b - - 1 24,702
2Qq1bbr/p3p2k/B2p2pn/2p2ppP/1pn1P3/P7/RP1P1PP1/2B1K1NR b - - 2 26,137
2Q2bbr/p1q1p2k/B2p2pn/2p2ppP/1pn1P3/P7/RP1P1PP1/2B1K1NR w - - 3 27,587
2Q2bbr/p1q1p2k/B2p2pn/2p2ppP/1pn1P3/P6R/RP1P1PP1/2B1K1N1 b - - 4 27,132
2Q2bbr/p1q1p2k/B2p2pn/2p2ppP/1p2P3/P3n2R/RP1P1PP1/2B1K1N1 w - - 5 28,492
2Q2bbr/p1q1p2k/B2p2pn/2p2ppP/1p2P1P1/P3n2R/RP1P1P2/2B1K1N1 b - - 0 28,284
2Q2bbr/p1q1p2k/3p2pn/1Bp3pP/1p2p1P1/P3n2R/RP1P1P2/2B1K1N1 b - - 1 29,595
2Q2bbr/p3p2k/1q1p2pn/1Bp3pP/1p2p1P1/PP2n2R/R2P1P2/2B1K1N1 w - - 1 31,317
1qQ2bbr/p3p2k/2Bp2pn/2p3pP/1p2pPP1/PP2n2R/R2P4/2B1K1N1 b - - 2 32,472
1qQ3br/p3p1bk/2Bp2pn/6pP/1Pp1pPP1/1P2n2R/R2P4/2B1K1N1 w - - 1 34,592
1q4br/p3p1bk/2BpQ1pn/6pP/1Pp1pPP1/1P2n2R/R2P4/2B1K1N1 b - - 2 34,414
1q4br/p2Qp1bk/2Bp2pn/7P/1Pp1ppP1/1P2n2R/R2P4/2B1K1N1 b - - 1 35,-208
1q4br/p2Qp1bk/2Bp2pn/7P/RP2ppP1/1p2n2R/3P4/2B1K1N1 b - - 1 36,-8
1q4br/p2Qp2k/2Bp2pn/7P/RP2ppP1/1p2n2R/1b1P4/2B1K1N1 w - - 2 37,508
1q4br/p3p2k/2BpQ1pn/7P/RP1bppP1/1p2n2R/3P4/2B1K1N1 w - - 4 38,9999
1q4br/pB2p2k/3pQ1pn/7P/RP1bppP1/1p2n2R/3P4/2B1K1N1 b - - 5 38,705
1q4br/pB2p2k/3pQ1pn/7P/RP2ppP1/1p2n2R/1b1P4/2B1K1N1 w - - 6 39,9999
1q4br/pB2pQ1k/3p2pn/7P/RP2ppP1/1p2n2R/1b1P4/2B1K1N1 b - - 7 39,506
1q4br/pB2pn1k/3p2p1/7P/RP2ppP1/1p2n2R/1b1P4/2B1K1N1 w - - 0 40,-505
1q4br/pB2pn1k/3p2p1/7P/RP2ppP1/1p2n3/1b1P3R/2B1K1N1 b - - 1 40,765
1q4br/1B2pn1k/p2p2p1/7P/RP2ppP1/1p2n3/1b1P3R/2B1K1N1 w - - 0 41,-502
5qbr/1B2pn1k/p2p2p1/6PP/RP2pp1R/1p2n3/1b1P4/2B1K1N1 b - - 2 42,646
1q4br/1B2pn1k/p2p2p1/6PP/RP2pp1R/1p2n3/1b1P4/2B1K1N1 w - - 3 43,-488
1q4br/1B2pn1k/p2p2p1/6PP/RP2pp1R/1p1Pn3/1b6/2B1K1N1 b - - 0 43,740
1q4br/1B2pn1k/p2p2p1/3n2PP/RP2pp1R/1p1P4/1b6/2B1K1N1 w - - 1 44,-526
1q4br/1B2pn1k/p2p2P1/3n2P1/1P1bpp1R/Rp1P4/8/2B1K1N1 b - - 0 45,758
1q4br/1Bn1pn2/p2p2k1/6P1/1P1bpp1R/Rp1P3N/8/2B1K3 w - - 2 47,-523
1q4br/1Bn1pn2/p2p2kR/6P1/1P1bpp2/Rp1P3N/8/2B1K3 b - - 3 47,687
q5br/2n1pn2/p2p3R/4k1P1/1P2Bp2/Rp1PB2N/1b1K4/8 w - - 1 51,0
q5b1/2n1pn1r/p2p3R/3Bk1P1/1P3p2/Rp1PB2N/1b1K4/8 w - - 3 52,-586
q5b1/1Bn1pn1r/p2p3R/4k1P1/1P3p2/bp1P3N/3K4/6B1 b - - 1 53,967
q5b1/1Bn1p2r/p2p3n/4k1P1/1P3p2/bp1P3N/3K4/6B1 w - - 0 54,-795
1q4b1/2n1p2r/p2p3n/4k1P1/1P3p2/bpKP3N/6B1/6B1 b - - 3 55,9999
6b1/1qn1p2r/p2p3n/4k1P1/1P3p2/bpKP3N/6B1/6B1 w - - 4 56,-590
6b1/1qn1p2r/p2p3n/4k1P1/1P3p2/bpKP1B1N/8/6B1 b - - 5 56,9999
rnbqkbnr/p1pp1pp1/8/1p2p2p/8/2P3PP/PP1PPP2/RNBQKBNR w KQkq - 0 4,42
rn1qkbnr/p1pp1pp1/b7/1p2p2p/3P4/2P3PP/PP1NPP2/R1BQKBNR b KQkq - 2 5,-100
rn1qkbnr/pbpp1pp1/8/1p2p2p/3P4/2P3PP/PP1NPP2/R1BQKBNR w KQkq - 3 6,91
rn1qkbnr/1bpp1pp1/8/pp2p2p/3P4/2P2NPP/PP2PP2/R1BQKBNR w KQkq - 0 7,155
rn1qkbnr/1bpp1pp1/7B/pp2p2p/3P4/2P2NPP/PP2PP2/R2QKBNR b KQkq - 1 7,413
rn2kbnr/1bpp1pp1/5q1B/pp2p2p/3PP1P1/2P4P/PP3P1N/R2QKBNR b KQkq - 0 10,451
rn2kbnr/1bpp1pp1/7B/pp2p2p/3PP1P1/2P2q1P/PP3P1N/R2QKBNR w KQkq - 1 11,576
rn2kbnr/1bpp1pp1/8/pp2p2p/3PP1P1/2P4P/PP1BqP1N/R2QKBNR w KQkq - 3 12,668
rn2kbnr/1bpp1pp1/6P1/pp2p2p/3PP3/2P4P/PP1BBP1N/R2QK1NR b KQq - 0 14,-723
rn3knr/1bpp1pp1/6P1/pp2p2p/3PP3/b1P4P/PP1KBP1N/R1BQ2NR w - - 5 17,800
rn3knr/1bpp1pp1/6P1/pp2p2p/3PP3/b1P4P/PPK1BP1N/R1BQ2NR b - - 6 17,-720
rn3kn1/1bpp1pp1/6Pr/pp2p2p/3PP3/b1P4P/PPK1BP1N/R1BQ2NR w - - 7 18,724
rn3kn1/1bpp1Pp1/7r/pp2p2p/1b1PP2P/2P5/PPK1BP1N/R1BQ2NR b - - 0 19,-714
rn3kn1/1bpp1Pp1/3b2r1/pp2P2p/4P2P/2P5/PP2BP1N/RKBQ2NR w - - 3 22,840
rn3kn1/1bpp1Pp1/3b2r1/pp2P2p/4P2P/2P2N2/PP2BP1N/RKBQ3R b - - 4 22,-760
r4kn1/1bpp1Pp1/n2b2r1/pp2P2p/4P2P/2P2N2/PP2BP1N/RKBQ3R w - - 5 23,849
r4kn1/1b1p1Pp1/n2b2r1/ppp1P2p/2P1P2P/5N2/PP2BP1N/RKBQ3R w - - 0 24,835
r4kn1/1b1p1Pp1/n2b2r1/ppp1P2p/2P1P2P/5N2/PP3P1N/RKBQ1B1R b - - 1 24,-626
