fen,cp
rn2kbnr/p3pp2/6pp/q1P5/Pp5P/B1P5/2QP1PP1/RN3KNR w kq - 4 18,399
rn2kbnr/p3pp2/6pp/q1P5/Pp3P1P/B1P5/2QP2P1/RN3KNR b kq - 0 18,234
rn2kbnr/p3pp2/q5pp/2P5/Pp3P1P/B1P5/2QP2P1/RN3KNR w kq - 1 19,-206
rn2kbnr/p3pp2/4q1pp/2P5/Pp3P1P/B1P2Q2/3P2P1/RN3KNR b kq - 4 20,-120
rn2kbnr/p2qpp2/6pp/2P5/Pp3P1P/B1P2Q2/3P2P1/RN3KNR w kq - 5 21,436
rnq1kbnr/p3pp2/6pp/2P5/Pp3P1P/B1P2Q1N/3P2P1/RN3K1R w kq - 7 22,352
Qnq1kbnr/p3pp2/6pp/2P5/P4P1P/p1P4N/3P2P1/RN2K2R b k - 0 23,-260
1n2kbnr/Q1q1pp2/7p/2P3p1/P4PPP/p1P4N/3P4/RN2K2R b k - 0 25,502
1q1k1bnr/Q3pp2/n6p/2P3P1/P1P2PP1/p6N/R2P4/1N2K2R b - - 0 28,465
1q1k1bnr/Q3p3/n6p/2P2pP1/P1P2PP1/p6N/R2P4/1N2K2R w - f6 0 29,519
1n1k1bnr/2q1p3/1Q4P1/2P2p1p/P1P2PP1/p6N/R2P3R/1N2K3 w - - 4 32,560
1n1k1bnr/2q1p3/3Q2P1/2P2p1p/P1P2PP1/p6N/R2P3R/1N2K3 b - - 5 32,340
1n1k1b1r/4p3/3q1nP1/2P2p1p/P1P2PP1/R6N/3P3R/1N2K3 w - - 1 34,465
1n1k1b1r/4p3/3q1nP1/2P2p1p/P1P2PP1/1R5N/3P3R/1N2K3 b - - 2 34,389
1n2nb2/3kp2r/4q1P1/2P2p1p/P1P1RPP1/2R4N/3P4/1N3K2 b - - 10 38,433
1n3b2/3kp1Pr/3nq3/2P2p1p/P1P1RPP1/2R4N/3P4/1N3K2 b - - 0 39,301
1n3b2/3kp1r1/3nq3/2P2p1p/P1P1RPP1/1R5N/3P4/1N3K2 b - - 1 40,659
1n2nb2/3kp2r/4q3/2P2p1p/P1P2PP1/1R5N/3P4/1N2RK2 w - - 4 42,444
1n3b2/3kp2r/3nq3/P1P2p1p/2P2PP1/1R5N/3P4/1N2RK2 w - - 1 43,552
1n3b2/3kp2r/3nq3/P1P2p1p/2P2PP1/4R2N/3P4/1N2RK2 b - - 2 43,549
1n3b2/3kp2r/3n3q/P1P2p1p/2P2PP1/4R2N/3P4/1N2RK2 w - - 3 44,-209
1n3b2/3kp2r/3n3q/P1P2p1p/2P2PP1/1R5N/3P4/1N2RK2 b - - 4 44,345
1n3b2/2k1p2r/3n3q/P1P2p1p/2P2PP1/1RN4N/3P4/4RK2 w - - 7 46,122
1n3b2/2k1p2r/3n4/P1P2pqp/2P2PP1/R1N4N/3P4/4RK2 w - - 9 47,817
1n3b2/2k1R2r/3n4/P1P2pqp/2P2PP1/R1N4N/3P4/5K2 b - - 0 47,205
1n1k1b2/4R2r/3n4/P1P2pqp/2P2PP1/R1N4N/3P4/5K2 w - - 1 48,463
1n1knb2/4R2r/8/P1P2pqp/2P2PP1/R1N5/3P1N2/5K2 w - - 3 49,391
1n1kn3/7r/7b/P1P1Rpqp/2P2PP1/R1N5/3P1N2/5K2 w - - 5 50,648
1n1kn3/4r3/7b/P1P1Rpqp/R1P2PP1/2N5/3P1N2/5K2 w - - 7 51,623
1n1kn3/4r3/7b/P1P1Rpqp/R1P2PP1/2N5/3P1N2/6K1 b - - 8 51,265
1n1k4/4r3/5n1b/P1P1Rpqp/R1P2PP1/2N5/3P1N2/6K1 w - - 9 52,434
1n1k4/4r3/5n1b/P1P1Rpqp/R1P2PP1/8/3P1N2/3N2K1 b - - 10 52,392
1n1k2q1/4r3/5n2/P1P1Rpbp/R1P2PP1/5K2/3P1N2/3N4 b - - 14 54,429
1n1k2q1/3r4/5n2/P1P2pbp/R1P2PP1/4RK2/3P1N2/3N4 b - - 16 55,506
1n1k2q1/8/3r1n2/P1P2pbp/R1P2PP1/4RK2/3P1N2/3N4 w - - 17 56,-142
1n1k4/7q/3r1n2/P1P2Pbp/R1P2P2/R4K2/3P1N2/3N4 b - - 2 57,341
1n1k4/6q1/3r1n2/P1P2Pbp/R1P2P2/R4K2/3P1N2/3N4 w - - 3 58,74
1n6/2k3q1/3r1n2/P1P2Pbp/R1PP1PN1/R4K2/8/3N4 b - - 2 59,362
8/2k3q1/n2r1n2/P1P2Pbp/1RPP1PN1/R4K2/8/3N4 b - - 4 60,428
rnbqkbnr/1p1pppp1/p6p/2p5/5P2/1P5N/P1PPP1PP/RNBQKB1R w KQkq - 0 4,8
rnbqkb1r/1p1pppp1/p4n1p/2p5/5P2/1P5N/P1PPP1PP/RNBQKB1R b KQkq - 3 5,127
rnbqkb2/1p1ppppr/p4n1p/2p5/5P2/1P5N/P1PPP1PP/RNBQKB1R w KQq - 4 6,-30
rnbqkb2/1p1ppppr/p4n1p/2p5/5P2/1P1P3N/P1P1P1PP/RNBQKB1R b KQq - 0 6,62
rnbqkb2/1p2pppr/p4n1p/2pp4/5P2/1P1P3N/P1P1P1PP/RNBQKB1R w KQq - 0 7,-60
rnbqkb2/1p2pppr/p4n1p/2pp1P2/8/1P1P3N/P1P1P1PP/RNBQKB1R b KQq - 0 7,237
rnb1kb2/1p2pppr/p4n1p/q1pp1P2/8/1P1P3N/P1PNP1PP/R1BQKB1R b KQq - 2 8,212
1nb1kb2/rp2pppr/p4n1p/q1pp1P2/8/1P1PP2N/P1PN2PP/R1BQKB1R b KQ - 0 9,118
1n2kb2/rb2pppr/p4n1p/qppp1P2/5N2/BP1PP3/P1PN2PP/R2QKB1R b KQ - 3 11,271
1n2kb2/rb2p2r/p4p1p/qppp1PpN/1B2n3/1P1PP1P1/P1PN3P/R2QKB1R b KQ - 1 14,40
1n2kb2/rb5r/p4p1p/qppppPpN/1B2n3/1P1PP1PB/P1PN3P/R2QK2R b KQ - 1 15,34
rn2kb2/1b5r/p4p1p/qppppPpN/1B2n1Q1/1P1PP1PB/P1PN3P/R3K2R b KQ - 3 16,30
rnb1kb2/7r/p4p1p/qppppPpN/1B2n1Q1/PP1PP1PB/2PN3P/R3K2R b KQ - 0 17,-127
rnbk1b2/6Nr/p4p1p/qp1ppPp1/1p2n1Q1/PP1PP1PB/2PN3P/R3K2R w KQ - 2 19,-183
rnbk1b2/6Nr/p4p1p/qp1ppPp1/1p2n1Q1/PP1PP1PB/2PN3P/3RK2R b K - 3 19,452
rnb2b2/3k2Nr/p4p1p/qp1ppPp1/1p2n1Q1/PP1PP1PB/2PN3P/3RK2R w K - 4 20,-105
rnb2b2/3k2Nr/p4p1p/qp1ppPpQ/1p2n3/PP1PP1PB/2PN3P/3RK2R b K - 5 20,322
rnb2b2/4k1Nr/p4p1p/qp1ppPpQ/1p2N3/PP1PP1PB/2P4P/3RK2R b K - 0 21,167
rnb5/4k1br/p4p1p/qp1ppPpQ/1p2N3/PP1PP1PB/2P4P/3RK2R w K - 0 22,-173
rnb5/4k1br/p4p1p/qp1ppPQ1/1p2N3/PP1PP1PB/2P4P/3RK2R b K - 0 22,707
rnbq4/4k1br/p4p1p/1p1ppPQ1/1p2N3/PP1PP1PB/2P4P/3RK2R w K - 1 23,-240
rnb4q/4k1br/p4p1p/1p1ppPQ1/1p2N3/PP1PP1PB/2P4P/3RKR2 w - - 3 24,-243
rnb2b1q/4k2r/p4p1p/1pNppPQ1/1p6/PP1PP1PB/2P4P/3RKR2 w - - 5 25,-181
rnb2b1q/4k2r/p3Np1p/1p1ppPQ1/1p6/PP1PP1PB/2P4P/3RKR2 b - - 6 25,676
rnb2b1q/4k2r/p4p2/1p1ppPN1/1p6/PP1PP1PB/2P4P/3RKR2 b - - 0 26,781
rnb2b1q/4k3/p4p2/1p1ppPN1/1p6/PP1PP1Pr/2P4P/3RKR2 w - - 0 27,-771
rnb2b1q/4k3/p4p2/1p1ppPN1/Pp6/1P1PP1Pr/2P4P/3RKR2 b - - 0 27,821
rn3b1q/3bk3/p4p2/1p1p1PN1/Pp2pR2/1P1PP1Pr/2P4P/3RK3 w - - 0 29,-748
rn3b1q/4k3/p1b2p2/1p1p1PN1/Pp2p3/1P1PP1Pr/2P2R1P/R3K3 b - - 3 30,836
rn3b1q/4k3/p1b2p2/1p3PN1/Pp1pp3/1P1PP1Pr/2P2R1P/R3K3 w - - 0 31,-733
rn3b1q/4k3/p1b2p2/1p3PN1/Pp1pP3/1P2P1Pr/2P2R1P/R3K3 b - - 0 31,829
rn3b1q/4k3/p1b1Np2/1p3P2/Pp2P3/1P1pP1Pr/2P2R1P/R3K3 b - - 1 32,712
rn2kb1q/8/p1b1Np2/1p3P2/Pp2P3/1P1pP1Pr/2P2R1P/R3K3 w - - 2 33,-579
rn2k2q/6b1/p1b1Np2/1p3P2/Pp2P3/1P1pP1Pr/2PR3P/R3K3 w - - 4 34,-589
rn2k2q/6b1/p1b1Np2/1p3P2/Pp2P3/1P1pP1Pr/2P3RP/2R1K3 w - - 8 36,-519
rn2k2q/6b1/p1b1Np2/1p3P2/Pp2P3/1P1pP1Pr/2P3RP/2R2K2 b - - 9 36,644
rn2kb1q/8/p1b1Np2/1p3P2/Pp2P3/1P1pP1Pr/2P3RP/1R3K2 b - - 11 37,753
rn2kb1q/8/p1b1Np2/1p3P2/Pp2P3/1P1pP1P1/2P3R1/1R3K2 b - - 0 38,685
rn2k2q/8/p1b1Np2/1pb2P2/Pp2P3/1P1pP1P1/2P3R1/1R3K2 w - - 1 39,-524
rn2k3/8/p1b1Np1q/1p3P2/Pp2P3/1PPpb1P1/8/1R3KR1 w - - 1 41,-731
rn2k3/8/p1b1Np1q/Pp3P2/1p1bP3/1PPp2P1/8/1R3KR1 w - - 1 42,-527
rn2k3/8/p1b1Np1q/Pp3P2/1p1bP3/1PPp2P1/8/1R2K1R1 b - - 2 42,9997
rn2k3/8/p1b1Np2/Ppb2P2/1p2P3/1PPp2P1/8/2R1K1R1 w - - 1 44,390
rn2k3/8/p1b2p2/Ppb2P2/1p1NP3/1PPp2P1/8/2R1K1R1 b - - 2 44,427
rn2k3/1b6/p4p2/Ppb2P2/1p1NP3/1PPp2P1/8/2R1K1R1 w - - 3 45,-211
rn2k3/1b6/p4p2/Ppb2P2/1p1NP3/1PPp2P1/8/2R1K2R b - - 4 45,312
rn2kb2/1b6/p4p2/Pp3P2/1p1NP3/1PPp2P1/8/2R1K2R w - - 5 46,3
rn2kb2/1b6/p4p2/Pp3P1R/1p1NP3/1PPp2P1/8/2R1K3 b - - 6 46,277
rn2k3/1b6/p4p2/Ppb2P1R/1p1NP3/1PPp2P1/8/2R1K3 w - - 7 47,141
rn2k3/1b6/p1N2p2/Ppb2P1R/1p2P3/1PPp2P1/8/2R1K3 b - - 8 47,446
rn2k3/1b6/p1N2p2/Pp3P1R/1p2P3/1PPp2P1/5b2/2R1K3 w - - 9 48,128
rn2k3/1b6/p1N2p2/Pp3P1R/1p2P3/1PPp2P1/3K1b2/2R5 b - - 10 48,309
rnb1k3/8/p1N2p2/Pp3P1R/1p2P3/1PPp2P1/3K1b2/2R5 w - - 11 49,258
rnb1k2R/8/p1N2p2/Pp3P2/1p2P3/1PPp2P1/3K1b2/2R5 b - - 12 49,-270
rn6/5k2/p1N1bp2/Pp3P2/1pP1P3/1P1p2P1/3K1b1R/2R5 b - - 0 51,-32
rn6/5k2/p1N2p2/Pp3b2/1pP1P3/1P1pb1P1/7R/2R1K3 w - - 0 53,-213
rn6/b4k2/p1N2p2/Pp3b2/1pP1P2R/1P1p2P1/8/2RK4 b - - 3 54,111
rn6/b4k2/p1N1bp2/Pp6/1pP1P2R/1P1p2P1/8/2RK4 w - - 4 55,140
rn6/b4k2/p1N1bp2/Pp6/1pP1P1PR/1P6/3p4/2RK4 w - - 0 56,-203
rn6/b4k2/p1N1bp2/Pp6/1pP1P1PR/1P6/3p4/1R1K4 b - - 1 56,445
rn6/b7/p1N1bpk1/Pp6/1pP1P1PR/1P6/3p4/1R1K4 w - - 2 57,-20
rn6/b3N3/p3b1k1/Pp2Pp2/1pP3PR/1P6/3p4/1R1K4 b - - 1 58,45
rn6/4Nk2/pb2b3/Pp2Pp1R/1pP3P1/1P6/3p4/1R1K4 b - - 5 60,-51
rnbqkb1r/ppp2ppp/3p3n/4p2Q/4P3/3B4/PPPP1PPP/RNB1K1NR w KQkq - 2 4,-33
rnb1kb1r/1pp1qppp/p2p3n/4p3/4PP2/3B3Q/PPPP2PP/RNB1K1NR w KQkq - 2 6,518
rnb1kb1r/1pp1qppp/p2p3n/4p3/4PP2/7Q/PPPPB1PP/RNB1K1NR b KQkq - 3 6,567
rnb1kb1r/1p2qppp/p2p3n/2p1p3/4PP2/7Q/PPPPB1PP/RNB1K1NR w KQkq - 0 7,578
rn2kb1r/1p2qppp/p2p3n/2p1pb2/4PP2/7Q/PPPP2PP/RNB1KBNR w KQkq - 2 8,327
rn2kb1r/1p2qppp/p2p3n/2p1pb2/2B1PP2/7Q/PPPP2PP/RNB1K1NR b KQkq - 3 8,515
rn2kb1r/4qppp/p2p3n/1pp1p3/2b1PP2/1QN5/PPPP2PP/R1B1K1NR w KQkq - 0 11,-459
rn2kb1r/4qppp/p2p3n/1Np1p3/2b1PP2/1Q6/PPPP2PP/R1B1K1NR b KQkq - 0 11,711
rn2kb1r/4qppp/p2p3n/1bp1p3/4PP2/1Q3N2/PPPP2PP/R1B1K2R b KQkq - 1 12,545
rn2kb1r/4qppp/p2p3n/2p1p3/b3PP2/1Q3N2/PPPP2PP/R1B1K2R w KQkq - 2 13,-331
rn2kb1r/4qppp/p2p3n/2p1p3/b3PP2/1Q3N2/PPPPK1PP/R1B4R b kq - 3 13,811
rn2kb1r/4q1pp/p2p1p1n/2p1p3/b3PP2/1Q3N2/PPPPK1PP/R1B4R w kq - 0 14,-359
rn3b1r/4qkpp/p2p1p2/2p1pn2/b1P1PP1N/1Q6/PP1PK1PP/R1B4R w - - 3 16,-503
rn3b1r/4qkpp/p2p1p2/2p1pn2/b1P1PP1N/Q7/PP1PK1PP/R1B4R b - - 4 16,616
rn3b1r/2q2kpp/p2p1p2/2p1pn2/b1P1PP1N/Q7/PP1PK1PP/R1B4R w - - 5 17,-440
rn3b1r/2q2kpp/p2p1p2/2p1pn2/b1P1PP1N/Q2P4/PP2K1PP/R1B4R b - - 0 17,567
rn3b1r/2q2kpp/p2p1p2/2p1pn2/2P1PP1N/Qb1P4/PP2K1PP/R1B4R w - - 1 18,-91
rn3b1r/2q2kp1/p2p1p2/2Q1pn1p/2P1PP1N/1b1P4/PP2K1PP/R1B4R w - - 0 19,623
rn3b1r/6p1/p2pkp2/q3pn1p/b1P1PP1P/1P1P1N2/P3KQP1/R1B4R b - - 0 22,247
rn2bb1r/6p1/p2pkp2/q3pn1p/2P1PP1P/1P1P1N2/P3KQP1/R1B4R w - - 1 23,-208
rn2bb1r/6p1/p2pkp2/q3pn1p/2P1PP1P/1P1P1N2/P3KQP1/R1BR4 b - - 2 23,338
rn2bb1r/6p1/p2pkp2/q3p2p/2P1PP1P/1P1PnN2/P3KQP1/R1BR4 w - - 3 24,-203
rn2bb1r/5kp1/p2p1p2/q3p2p/2P1PP1P/1P1Pn3/P3KQPN/R1BR4 w - - 5 25,-253
rn2bb1r/5kp1/p2p1p2/q3p2p/2P1PP1P/1P1Pn3/P3KQPN/R1B2R2 b - - 6 25,545
rn2bb2/5kpr/p2p1p2/q3p2p/2P1PP1P/1P1Pn3/P3KQPN/R1B2R2 w - - 7 26,-255
r3bb2/5kpr/p1nP1p2/q6p/2n1P2P/1P1P4/P3KQPN/R1B1R3 b - - 0 28,522
r3b3/4bkpr/p1nP1p2/7p/q1n1P2P/1P1P2N1/P3KQP1/R1B1R3 b - - 4 30,247
r3b3/4b1pr/p1nP1pk1/7p/q1n1P2P/1P1P2N1/P3KQP1/R1B1R3 w - - 5 31,519
1r2b3/4b1pr/p1nP1pk1/4P2p/q1n4P/1P1P2N1/P3KQP1/R1B1R3 w - - 1 32,514
4b3/4b1pr/p1nP1pk1/4P2p/q3NB1P/1r1Pn3/P3KQP1/R3R3 w - - 2 34,433
4b3/4b1pr/p1nP1pk1/4P1Bp/q3N2P/1P1P4/2n1KQP1/R3R3 b - - 0 35,-5
4b3/4b1pr/p2P2k1/4P1pp/q2n2PP/1PNPn3/3K1Q2/R3R3 b - - 1 38,168
4b3/4b1pr/p2P2k1/4P1pp/1q1n2PP/1PNPn3/3K1Q2/R3R3 w - - 2 39,0
4b3/4b1pr/p2P1nk1/4P1pp/3n3P/1PKP1Q2/8/R5R1 w - - 1 42,641
4b2r/4P1p1/p4nk1/4P1pp/3n3P/1PKP1Q2/8/R5R1 w - - 1 43,789
7r/4P1p1/R4nk1/4P1pp/b2n3P/1PKP1Q2/8/2R5 b - - 2 44,-184
7r/3bP1p1/R4nk1/4P1pp/3n3P/1PKP1Q2/8/2R5 w - - 3 45,9993
7r/3bP1pk/R7/4P1Qp/3n3P/1PKP4/8/2R5 b - - 0 46,-755
7r/4P1pk/R7/4P1Qp/b2n3P/1PKP4/8/2R5 w - - 1 47,9997
7r/4P2k/R7/4P1pp/b2n3P/1PKP2Q1/8/2R5 w - - 0 48,881
3Q3r/3b3k/3R4/4P2p/3n2pP/1PKP2Q1/8/2R5 b - - 1 50,-623
5r2/2Qb3k/3R4/4P2p/3n2pP/1PKP2Q1/8/2R5 b - - 3 51,-922
7r/2Qb3k/3R4/4P2p/3n2pP/1PKP4/7Q/2R5 w - - 6 53,9997
7r/2Qb3k/3R4/4P2p/3n2pP/1PKP4/8/2R4Q b - - 7 53,-1273
7r/2Qb3k/3R4/4P2p/3n3P/1PKP2p1/8/2R4Q w - - 0 54,9998
7r/3b3k/3R4/4P2p/2Qn3P/1PKP4/6p1/2R4Q w - - 0 55,9999
6r1/3b3k/3R4/2Q1P2p/3n3P/1PKP4/6p1/2R4Q w - - 2 56,1254
6r1/7k/1R6/1bQ1P2p/3n3P/1PKP4/6p1/2R4Q w - - 4 57,1111
6r1/7k/1R6/2Q1P2p/3n3P/1PKb4/6Q1/2R5 w - - 0 58,9994
6r1/7k/1R6/2Q1P2p/3n3P/1PKb4/6Q1/5R2 b - - 1 58,-889
6r1/7k/1Rn5/2Q1P2p/7P/1PKb4/6Q1/5R2 w - - 2 59,9996
rnbqkbnr/3ppppp/2p5/pp6/1PP3P1/N7/P2PPP1P/R1BQKBNR b KQkq - 0 4,332
r1bqkbnr/3ppppp/n1p5/p7/1Pp3P1/N2P4/P1Q1PP1P/R1B1KBNR b KQkq - 0 6,306
r1bqkbnr/2npppp1/2p5/p6p/1Pp3P1/N2P1N2/P3PP1P/RQB1KB1R b KQkq - 1 8,293
r1bqkbnr/2npp1p1/2p2p2/p6p/1Pp3P1/N2P1N2/P3PP1P/RQB1KB1R w KQkq - 0 9,-37
r1bqkbnr/3pp1p1/2p2p2/p6p/1n4P1/3P1N2/P2NPP1P/RQB1KB1R w KQkq - 0 11,41
r1bqkbnr/3pp1p1/2p2p2/p7/1n4p1/3P1N2/P2NPP1P/RQBK1B1R w kq - 0 12,-267
r1bqkbnr/3pp1p1/2p2p2/p7/1n4p1/3P4/P2NPP1P/RQBK1BNR b kq - 1 12,338
r1b1kbn1/2qpp1p1/2p2p2/p7/1n2N1p1/3P3r/P3PP1P/RQBK1BNR w q - 4 14,-33
r1b1kbn1/2qpp1p1/2p2p2/p7/1n4p1/2NP3r/P3PP1P/RQBK1BNR b q - 5 14,406
r1b1kbn1/2qp2p1/2p1pp2/p7/1n4p1/2NP3r/P3PP1P/RQBK1BNR w q - 0 15,-64
rqb1kbn1/6p1/2p1pp2/pN1p4/1n4p1/3P3r/PQ2PP1P/R1BK1BNR w q - 0 17,-193
1qb1kbn1/N5p1/r1p1pp2/p2p4/1n1Q2p1/3P3r/P3PP1P/R1BK1BNR b - - 3 18,448
1qb1kbn1/N5p1/r1p1pp2/p2p4/3Q2p1/3P3r/P1n1PP1P/R1BK1BNR w - - 4 19,-163
1qb1kbn1/N5p1/r1p1pp2/p2p4/3Q2p1/3P3r/P1n1PP1P/1RBK1BNR b - - 5 19,526
1qb1kbn1/N5p1/r3pp2/p1pp2B1/3Q2p1/3P3r/P1n1PP1P/1R1K1BNR b - - 1 20,1067
1qb2bn1/N2k2p1/r3pp2/p1pp2B1/3Q2p1/3P3r/P1n1PP1P/1R1K1BNR w - - 2 21,468
1qb2bn1/N2k2p1/r3pB2/p1pp4/3Q2p1/3P3r/P1n1PP1P/1R1K1BNR b - - 0 21,1113
1qb2bn1/N2k2p1/r3pB2/p1pp4/3Q2p1/n2P3r/P3PP1P/1R1K1BNR w - - 1 22,512
1qb2bn1/N2k2p1/r3pB2/p1pp4/3Q2p1/n2P3r/P3PPBP/1R1K2NR b - - 2 22,9997
1qb2bn1/r2k2p1/4pB2/p1pp4/3Q2p1/n2P3r/P3PPBP/1R1K2NR w - - 0 23,500
1qb2bn1/r2k2p1/4pB2/p1pp4/3Q2p1/nR1P3r/P3PPBP/3K2NR b - - 1 23,535
2b2bn1/rq1k2p1/4pB2/p1pp4/Q5p1/nR1P3r/P3PPBP/3K2NR b - - 3 24,210
1Rb2bn1/3k2p1/r1q1pB2/p1pp4/Q5p1/n2P3r/P3PPBP/3K2NR w - - 6 26,-294
1Rb2bn1/3k2p1/r1q1pB2/p1pp4/Q5p1/n2PP2r/P4PBP/3K2NR b - - 0 26,848
1Rb2bnr/3k2p1/r1q1pB2/p1pp4/Q5p1/n2PP3/P4PBP/3K2NR w - - 1 27,-376
1R3bnr/1b1k2p1/r1q1pB1Q/p1pp4/6p1/n2PP3/P4PBP/3K2NR b - - 4 28,665
1R3bnr/1bqk2p1/r3pB2/p1pp3Q/6p1/n2PP3/P4PBP/3K2NR b - - 6 29,622
1R3bnr/1bqk2p1/r3pB2/p1pQ4/8/n2PP1p1/P4PBP/3K2NR b - - 0 30,693
1R3bnr/1bqk2p1/r4B2/p1pp4/8/n2PP1p1/P4PBP/3K2NR w - - 0 31,-641
1R3bnr/1bqk2p1/r4B2/p1pp4/5P2/n2PP1p1/P5BP/3K2NR b - - 0 31,860
1Rq2bnr/1b1k2p1/r4B2/p1pp4/5P2/n2PP1p1/P5BP/3K2NR w - - 1 32,-587
1Rq2bnr/1b1k2p1/r4B2/p1pp4/4BP2/n2PP1p1/P6P/3K2NR b - - 2 32,870
1Rq2bnr/1b1k2p1/r4B2/pnpp4/4BP2/3PP1p1/P6P/3K2NR w - - 3 33,-630
1R3bnr/1b1k2p1/r1q2B2/pnpp4/5P2/3PPBP1/P7/3K2NR b - - 0 34,606
1R3b1r/1b1k2p1/r1q2B1n/pnpp4/5P2/3PPBP1/P7/3K2NR w - - 1 35,-493
1R3b1r/1b1k4/r1q2Bpn/pnpp4/P4P2/3PPBP1/8/3K2NR w - - 0 36,-383
bR3b1r/3k4/r1q3pn/pnpp4/P2B1P2/3PPBP1/8/3K2NR w - - 2 37,-309
bR3b1r/8/rq2k1pn/pnppB3/P4P2/3PPBP1/7R/4K1N1 b - - 7 39,560
b4b1r/3kq3/r5pn/pRppB3/P4P2/3PP1P1/7R/3BK1N1 w - - 3 42,-328
b4b1r/3kq3/r5pn/pRppB3/P4P2/3PP1P1/6R1/3BK1N1 b - - 4 42,470
b4b1r/3k4/3r2pn/pRp1B1q1/P2p1P2/3PP1P1/R2K4/3B2N1 w - - 0 45,278
b4b1r/3k4/3r2pn/pRp1B1q1/P2p1P2/3PP1P1/R2KB3/6N1 b - - 1 45,487
b4b1r/2k5/3r2pn/pRp1B1q1/P2p1P2/3PP1P1/R2KB3/6N1 w - - 2 46,352
b4b1B/2k5/3r2p1/pRp3q1/P2p1Pn1/3PP1P1/3KB3/R5N1 b - - 2 47,378
b4b1B/2k5/3r1np1/p1p3q1/PR1p1P2/3PP1P1/3KB3/R5N1 b - - 4 48,541
b4b1B/2k5/5np1/p1pr2q1/PR1p1P2/3PP1P1/3KB3/R5N1 w - - 5 49,254
b4b1B/2k5/5np1/p1pr2q1/PR1p1P2/3PPNP1/3KB3/R7 b - - 6 49,459
b4b1B/8/2k2np1/p1pr2q1/PR1p1P2/3PPNP1/3K4/R2B4 b - - 8 50,429
b4b1B/7n/2k3p1/p1pr2q1/PR1p1P2/3PPNP1/3K4/R2B4 w - - 9 51,419
b4b1B/7n/2k3p1/p1pr1Pq1/PR1p4/3PPNP1/3K4/R2B4 b - - 0 51,643
b4b1B/7n/2k3p1/p1pr1P2/PR1p3q/3PPNP1/3K4/R2B4 w - - 1 52,387
b4b1B/1R5n/2k3p1/p1pr1P2/P2p3q/3PPNP1/3K4/R2B4 b - - 2 52,308
b4b1B/1R1r3n/2k3p1/p1p2P2/P2p3q/3PPNP1/3K4/R2B4 w - - 3 53,377
b2r1b2/6Bn/2k3p1/p1p2P1q/P2p4/1R1PPNP1/8/R2BK3 w - - 9 56,246
b2r1b2/6Bn/2k3p1/p1p2P1q/P2p4/1R1PP1P1/3N4/R2BK3 b - - 10 56,537
b2r1b2/2k3Bn/6p1/p1p2P1q/P2p4/1R1PP1P1/3N4/R2BK3 w - - 11 57,391
b2r1b2/2k3Bn/6p1/p1p2P1q/P2p4/2RPP1P1/3N4/R2BK3 b - - 12 57,546
b2r1b2/2k3Bn/6p1/p1p2P2/P2p3q/2RPP1P1/3N4/R2BK3 w - - 13 58,309
b2r1b2/2k4n/6p1/p1p2P2/P2B3q/2RPP1P1/3N4/R2BK3 b - - 0 58,562
b2r1b2/2k3Bn/6p1/p1p2P2/P7/2RPP1Pq/3N4/R2BK3 w - - 3 60,-321
rnbqkbnr/pp1ppp2/4B1pp/2p5/8/4P3/PPPP1PPP/RNBQK1NR w KQkq - 0 4,-44
rnbqkbnr/pp1ppp2/4B1pp/2p5/8/N3P3/PPPP1PPP/R1BQK1NR b KQkq - 1 4,485
rn1qkbn1/pp1bpp1r/4p1pp/2p5/7P/N3P3/PPPPNPP1/R1BQ1K1R b q - 4 7,550
r3kbn1/ppqbpp1r/n3p1pp/2p5/7P/N2PP3/PPP1NPP1/R1BQ1KR1 b q - 2 9,515
r3kbn1/ppqbpp1r/n5pp/2p1p3/3P3P/N3P3/PPP1NPP1/R1BQ1KR1 b q - 0 10,618
2kr1bn1/ppqbpp1r/n5pp/2p1p3/2NP3P/4P3/PPP1NPP1/R1BQ1KR1 b - - 2 11,617
2kr1bn1/ppq1pp1r/n5pp/2p1p3/b1NP3P/4P3/PPP1NPP1/R1BQ1KR1 w - - 3 12,-472
2kr1bn1/ppq1pp1r/n1b3pB/2p1p3/2NPP2P/8/PPP1NPP1/R2Q1KR1 b - - 0 13,611
2kr1bn1/pp2pp1r/nqb3pB/2p1p3/2NPP2P/8/PPP1NPP1/R2Q1KR1 w - - 1 14,257
2kr1bn1/pp3p1r/1qb1p1p1/4p2P/1nNpP3/P3B3/1PP1NPP1/R2Q1KR1 w - - 0 17,395
2kr1bn1/pp3p1r/1qb1p1p1/4p2P/PnN1P1P1/4B3/1PPpNP2/R3QKR1 b - - 0 19,754
2kr1b2/pp3p1r/1qb1pnp1/4p2P/PnN1P1P1/4B3/1PPpNP2/R3QKR1 w - - 1 20,22
1k1r1b2/pp3p1r/1qb1pnp1/P3p2P/2N1P1P1/4B1N1/nPP2P2/R3bKR1 b - - 1 23,706
1k3b2/pp3p1r/1qb1pnp1/P3p2P/2NrP1P1/4B1N1/nPP2P2/R3bKR1 w - - 2 24,-358
1k3b2/pp3p1r/1qb1pnp1/P3p2P/2NrP1P1/4B1N1/nPP2P2/3RbKR1 b - - 3 24,685
1k3b2/pp3p1r/2b1pnp1/P3p2P/1qNrPPP1/4B1N1/nPP5/3RbKR1 b - - 0 25,939
