fen,cp
rnbqr3/b1p4p/p2kp1p1/Pp1p1p2/1P1P1P2/2P4P/R2KPn2/BN1Q1BNR w - - 0 21,-220
rnbqr3/b1p4p/p2kp1p1/Pp1p1p2/1P1P1P2/2P1P2P/R2K1n2/BN1Q1BNR b - - 0 21,524
rnb1r3/b1p4p/p2kp1p1/Pp1p1p2/1P1P1P1q/2P1P2P/R2K1n2/BN1Q1BNR w - - 1 22,-201
rnb1r3/b1p4p/p2kp1p1/Pp1p1p2/1P1P1P1q/2P1P2P/R3Kn2/BN1Q1BNR b - - 2 22,455
rnb4r/2p4p/p2kp1p1/Pp1p1p2/1P1b1P1q/2P1P2P/R3KnB1/BN1Q2NR w - - 0 24,231
rnb3r1/2p4p/pb1kp1pq/Pp1p1p2/1P3P2/2P1PN1P/R1Q3B1/BN3K1n b - - 7 28,348
rnb3r1/7p/pb1kp1pq/Pppp1p2/1P3P2/2P1PN1P/R1Q3B1/BN3K1n w - - 0 29,-159
rnb3r1/7p/pb1kp1pq/Pppp1p2/1P3P2/N1P1PN1P/R1Q3B1/B4K1n b - - 1 29,243
rnb3r1/7p/pb1kp1p1/Pppp1p1q/1P3P1N/N1P1P2P/R1Q3B1/B4K1n b - - 3 30,362
rnb3r1/2b4p/p2kp1p1/Pppp1p1q/1P3P1N/N1P1P2P/R1Q3B1/B4K1n w - - 4 31,-323
rnb3r1/2b4p/p2kp1p1/Pppp1p1q/1PP2P1N/N3P2P/R1Q3B1/B4K1n b - - 0 31,354
rnb4r/2b4p/p2kp1p1/Pppp1p1q/1PP2P1N/N3P2P/R1Q3B1/B4K1n w - - 1 32,112
rnb4r/2b4p/p2kp1p1/P1pp1N1q/1Pp2P2/N2QP2P/R5B1/B4K1n b - - 0 33,407
r1b4r/2bk3p/p1n1p1p1/P1pp1N1q/1Pp1BP2/N2QP2P/R7/B4K1n w - - 3 35,-329
r1bk3r/2b4p/p1n1p1p1/P1pp3q/1Pp1BP1N/N3P2P/R2Q4/B4K1n b - - 6 36,624
r1bk3r/2b5/p1n1p1pp/P1pp1N1q/1Pp1BP2/N3P2P/R2Q4/B4K1n b - - 1 37,426
r2k3r/1bb5/p1n1p1pp/P1pp1N1q/1Pp1BP2/N3P2P/R2Q4/B4K1n w - - 2 38,-307
r2k3r/1bb5/p1n1p1pp/P1pp1N2/1Pp1BP2/N3Pq1P/R7/B3QK1n w - - 4 39,365
r2k3r/1bb5/p1n1p1pp/P1pp1N2/1Pp1BP2/N3Pq1P/R7/B3Q1Kn b - - 5 39,510
r2k3r/1bb5/p1n1p2p/P1pp1Np1/1PpBBP2/N3Pq1P/R7/4Q1Kn b - - 1 40,515
rn1k3r/1bb5/p3p2p/P1pp1Np1/1PpBBP2/N3Pq1P/R4Q2/6Kn b - - 3 41,698
rn1k3r/1bb5/p3p2p/P1pp2p1/1P1BBP2/N3PqNP/RQp2n2/6K1 w - - 0 44,314
rn1k3r/1bb5/p3p2p/P1pp2p1/1P1BBP2/N3Pq1P/RQp1Nn2/6K1 b - - 1 44,729
rnbk3r/2b5/p3p2p/P1Pp2p1/4BPn1/N1B1Pq1P/RQp1N3/6K1 b - - 0 46,9998
rnbk3r/2b5/p3p3/P1Pp2Pp/4B3/N1B1PqNP/RQp2n2/6K1 b - - 0 48,9997
rnbk3r/2b5/p3p3/P1Pp2Pp/4B3/N1B1PqNn/RQp5/6K1 w - - 0 49,-9998
rn1k3r/2bb4/p3p3/P1Pp2Pp/4B3/N1B1PqNn/RQp4K/8 w - - 2 50,349
rn1k3r/2bb4/p3p3/P1Pp2Pp/4B3/NQB1PqNn/R1p4K/8 b - - 3 50,9998
rnk4r/2bb4/p3p3/P1Pp2Pp/4B3/NQB1PqNn/R1p4K/8 w - - 4 51,-321
rnk4r/2bb4/p3p3/P1Pp2Pp/4B3/1QB1PqNn/R6K/1Nq5 w - - 0 52,-9993
rnk4r/2bb3B/p3p3/P1Pp2Pp/8/1QB1PqNn/R6K/1Nq5 b - - 1 52,9999
r1bqkb1r/ppp1pppp/2np3n/8/4P2P/2N2P2/PPPP2P1/R1BQKBNR b KQkq - 0 4,-10
r1bqkb1r/ppp2ppp/2np3n/4p3/2B1P2P/2N2P2/PPPP2P1/R1BQK1NR b KQkq - 1 5,36
r1b1kb1r/ppp2ppp/2np3n/4p1q1/2B1P2P/2N2P2/PPPP2P1/R1BQK1NR w KQkq - 2 6,728
r1b1kb1r/ppp2ppp/2np3n/4p1q1/N1B1P2P/5P2/PPPP2P1/R1BQK1NR b KQkq - 3 6,577
r1b1kb1r/ppp3pp/2np1p1n/4p1q1/N1BPP2P/5P2/PPP3P1/R1BQK1NR b KQkq - 0 7,343
r1b1kb1r/ppp3pp/2np1p1n/4p3/N1BPP2P/5Pq1/PPPK2P1/R1BQ2NR b kq - 2 8,374
r1b1kb1r/ppp3pp/2np1p2/4p3/N1BPP1nP/1P3P1q/P1PK2P1/R1BQ2NR w kq - 1 10,612
r1b1kb1r/ppp3pp/2np1p2/4p3/N1BPP1nP/1P3P1R/P1PK2P1/R1BQ2N1 b kq - 0 10,-612
2b1kb1r/2p3pp/r1np1p2/1pN1p2P/p1BPP1n1/1P3P1R/P1PBK1P1/R2Q2N1 b k - 0 14,-429
2b1kb1r/2p3p1/r1np1p1p/1pN1p2P/p1BPP1n1/1P3P1R/P1P1K1P1/R2QB1N1 b k - 1 15,-467
1nb1kb1r/2p3p1/r2p1p1p/1pN1p2P/p1BPP1n1/1P3PPR/P1P1K3/R2QB1N1 b k - 0 16,-557
1n2kb1r/2p3p1/N2p1p1p/1p2pb1P/p1BPP1n1/1P3PPR/P1P1K3/R2QB1N1 b k - 0 17,-827
1n2kb1r/2p3p1/N2p1p1p/1p2pb1P/P1BPP3/5PPR/P1P1Kn2/R2QB1N1 b k - 0 18,-799
1n2kb1r/2pb2p1/N2p1p1p/1p2p2P/P1BPP3/5PPR/P1P1Kn2/R1Q1B1N1 b k - 2 19,-741
1n2kbr1/2pb2p1/N2p1p1p/1p2p2P/P1BPP3/5PPR/P1P2K2/R1Q1B1N1 b - - 0 20,-879
1n2kb1r/2pb2p1/N2p1p1p/4p2P/p1BPP3/5PP1/P1P2K2/R1Q1B1NR w - - 2 22,1006
1n2kb1r/3b2p1/N2p1p1p/2p1p2P/p1BPP3/5PP1/P1PQ1K2/R3B1NR w - - 0 23,992
1n2kb1r/3b2p1/N2p3p/2p1pp1P/p1BPP3/5PP1/P1PQ1K1R/R3B1N1 w - - 0 24,957
1n2kb1r/3b4/N2p3p/2P1pppP/p1B1P3/2Q2PP1/P1P2K1R/R3B1N1 b - - 1 25,-894
1n2k2r/4b3/N2p3p/1bP1pppP/p1B1P3/3Q1PP1/P1P2K1R/R3B1N1 b - - 5 27,-892
1n1bk2r/8/3p3p/1bP1pppP/pNB1P3/3Q1PP1/P1P2K1R/R3B1N1 b - - 7 28,-893
1n2k2r/8/7p/bbpBpP1P/pN4p1/P2Q1PP1/2P2K1R/R3B1N1 b - - 0 31,-842
1n2k2r/1B6/b6p/b1p1pP1P/pN4p1/P2Q1PP1/2P2K1R/R3B1N1 b - - 2 32,-753
1n2k2r/1B6/b6p/b1p2P1P/pN2p1p1/P2Q1PP1/2P2K1R/R3B1N1 w - - 0 33,957
1n5r/5k2/Bb5p/5P1P/p2Qp1p1/p4PP1/R1PB1K1R/6N1 b - - 2 37,-458
1n3r2/5k2/Bb5p/5P1P/p2Qp1p1/p4PP1/R1PB1K1R/6N1 w - - 3 38,1226
1n3r2/5k2/Bb5p/5P1P/p2Qp1p1/p1P2PP1/R2B1K1R/6N1 b - - 0 38,-638
1n3r2/5k2/B4P1p/2b4P/p2Qp1p1/p1P2PP1/R2B1K1R/6N1 b - - 0 39,-531
1n4r1/5k2/B4P1p/7P/p2bp1p1/p1P1BPP1/R4K1R/6N1 w - - 2 41,789
1n4r1/5k2/B4P1p/2b4P/p3p1p1/p1P1BPP1/R6R/5KN1 b - - 5 42,-344
1n6/5k2/B4Prp/2b4P/p3p1p1/p1P1BPP1/R6R/5KN1 w - - 6 43,767
1n6/5k2/B4Prp/2b4P/p3p1p1/p1P1BPP1/R3K2R/6N1 b - - 7 43,-468
1n6/5k2/B4P1p/2b3rP/p3p1p1/p1P1BPP1/R3K2R/6N1 w - - 8 44,594
1n6/5k2/B4P1p/2B3rP/p3p1p1/p1P2PP1/R3K2R/6N1 b - - 0 44,-410
8/BB6/n3kP1p/1r5P/p3p1p1/p1P2PP1/R3K2R/6N1 w - - 5 47,694
8/B7/n3kP1p/1r5P/p3B1p1/p1P2PP1/R3K2R/6N1 b - - 0 47,-647
8/B7/n3kP1p/5r1P/p3B1p1/p1P2PP1/R3K2R/6N1 w - - 1 48,916
8/B7/n3kP1p/5r1P/p5p1/p1PB1PP1/R3K2R/6N1 b - - 2 48,-821
8/B7/n4P1p/4kr1P/p5p1/p1PB1PP1/R2K1R2/6N1 w - - 7 51,1063
8/B7/n2k1r1p/7P/p1P3p1/p2B1PP1/R2KR3/6N1 w - - 2 53,810
8/B1n5/5r1p/2Pk3P/p5p1/p2B1PP1/R2KR3/6N1 b - - 2 55,-776
8/B1n2r2/7p/2Pk3P/p5p1/p2B1PP1/R2KR3/6N1 w - - 3 56,827
4R3/B1n2r2/7p/2Pk3P/p5p1/p2B1PP1/R2K4/6N1 b - - 4 56,-477
n3R3/B4r2/7p/2Pk3P/p5p1/p2B1PP1/R2K4/6N1 w - - 5 57,894
8/r1n5/4R2p/2Pk3P/p5p1/p4PP1/R2KB3/6N1 w - - 2 59,674
8/r1n5/4R2p/2Pk3P/p5p1/p4PP1/R1K1B3/6N1 b - - 3 59,-280
8/r1n5/4k2p/2P4P/p5p1/p4PP1/R1K1B3/6N1 w - - 0 60,438
rnbqkbnr/1pp1ppp1/7p/p2p4/P6P/5N2/1PPPPPP1/RNBQKB1R w KQkq - 0 4,-14
rnbqkbnr/1pp1ppp1/7p/p2p4/P6P/2P2N2/1P1PPPP1/RNBQKB1R b KQkq - 0 4,29
rn1qkbnr/1pp1ppp1/7p/p2p4/P6P/2P2N1b/1P1PPPP1/RNBQKB1R w KQkq - 1 5,485
rn1qkbnr/1pp1ppp1/7p/p2p4/P6P/2PP1N2/1P2PPb1/RNBQKB1R w KQkq - 0 6,405
rn1qkbnr/1pp1ppp1/7p/p2p4/P6P/2PP4/1P1NPPb1/RNBQKB1R b KQkq - 1 6,532
rn1qkb1r/1pp1ppp1/5n1p/p2p4/P6P/2PP4/1P1NPPb1/RNBQKB1R w KQkq - 2 7,349
rn1qkb1r/1pp1ppp1/5n1p/p2p4/P6P/2PP1N2/1P2PPb1/RNBQKB1R b KQkq - 3 7,592
rn1qkb1r/1pp1pp2/5n1p/p2p2p1/P6P/2PP1N2/1P2PPb1/RNBQKB1R w KQkq - 0 8,313
1n1qkb1r/1pp1pp2/r4n1p/p2p2p1/P3P2P/2PP1N2/1P3Pb1/RNBQKB1R w KQk - 1 9,368
1n1qkb1r/1pp1pp2/r6p/p2p2p1/P3n2P/2PP1N2/1P2KPb1/RNB1QB1R b k - 1 10,520
1n1qkbr1/1pp1pp2/r6p/p2p2p1/P3n2P/2PP1N2/RP2KPb1/1NB1QB1R b - - 3 11,589
1n1qkb1r/1pp1pp2/r6p/p2p2p1/P6P/2nP1N2/RP2KPbR/1NB1QB2 w - - 0 13,-154
1n1qkb1r/1pp1pp2/r6p/p2p2p1/P6P/2nPKN2/RP3PbR/1NB1QB2 b - - 1 13,789
1n1qk2r/1pp1ppb1/5r1p/p2p2P1/P7/R1nPKN2/1P3PbR/1NB1QB2 b - - 2 15,818
1n1qkb1r/1pp1pp2/5r1p/p2p2P1/P7/R1nPKN2/1P3PbR/1NB1QB2 w - - 3 16,214
1n1q1b1r/1ppkpp2/5R2/p2p2P1/P7/R1nPKN2/1P3Pb1/1NB1QB2 b - - 0 17,321
1nkq1br1/1pp1pp2/5R2/p2pN1P1/P2K4/R2P4/1P3Pb1/1NBnQB2 w - - 5 20,253
1nkq1br1/1pp1pp2/5R2/p2pN1P1/P2K4/R1QP4/1P3Pb1/1NBn1B2 b - - 6 20,726
2kq1br1/1ppnpp2/5R2/p2pN1P1/P2K4/R1QP4/1P3Pb1/1NBn1B2 w - - 7 21,-392
2kq1br1/1pp2R2/1n6/p2pp1P1/P2K2N1/R1QP4/1P3Pb1/1NBn1B2 w - - 0 23,-340
2kq1br1/1pp2R2/1n6/p2pN1P1/P2K4/R1QP4/1P3Pb1/1NBn1B2 b - - 0 23,333
2kq1br1/1pp2R2/1n6/p2pN1P1/P2K1B2/R1QP3b/1P3P2/1N1n1B2 b - - 2 24,208
2kq1br1/1pp2R2/1n6/p2pN1P1/P2K1B2/R1QP3b/1P3n2/1N3B2 w - - 0 25,222
2kq1br1/1pp2R2/1n6/Q2pN1P1/P2K1B2/R2P3b/1P3n2/1N3B2 b - - 0 25,-279
2kq1br1/1pp2R2/1n2b3/Q2pN1P1/PP1K1B2/R2P4/5n2/1N3B2 b - - 0 26,145
2kq2r1/1pp2Rb1/1n2b3/Q2pN1P1/PP1K1B2/R2P4/5n2/1N3B2 w - - 1 27,197
2kq2r1/1pp2Rb1/1n2b3/Q2pN1P1/PP1K1B2/R2P4/5nB1/1N6 b - - 2 27,266
n1kq2r1/1pp2Rb1/4b3/Q2pN1P1/PP1K1B2/R2P4/5nB1/1N6 w - - 3 28,9999
nk3qr1/1pp2Rb1/8/Q1RKN1P1/PP3Bb1/3P4/3N1nB1/8 b - - 0 31,70
nk3qr1/1pp2Rb1/8/Q1RKN1P1/PP3Bb1/3P4/3N2B1/3n4 w - - 1 32,9996
1kbR2r1/1pp3b1/1n6/Q1RKN1P1/PP3B2/3P4/3N2B1/3n4 w - - 3 34,1038
1kbR2r1/1pp3b1/8/Q1R1N1P1/PPn1KB2/3P4/3N2B1/3n4 w - - 5 35,9999
1kbR2r1/1pp3b1/Q7/2R1N1P1/PPn1KB2/3P4/3N2B1/3n4 b - - 6 35,-500
1kbR2r1/2p3b1/Qp6/P1R1N1P1/1P2KB2/3P4/3n2B1/3n4 w - - 0 37,9996
1kbR2r1/2p3b1/Qp6/P1R1N1P1/1P1K1B2/3P1n2/6B1/3n4 w - - 2 38,9993
2QR2rb/8/kp6/P1R1N1P1/1P2KB2/3P1n2/6B1/3n4 b - - 2 41,-9999
2Q3Rb/k7/1p6/P1R1N1P1/1P2KB2/3P1n2/6B1/3n4 b - - 0 42,-9996
2Q3Rb/k7/8/p1R1N1P1/1P2KB2/3P1n2/6B1/3n4 w - - 0 43,9998
3R3b/8/k7/p1R1N1P1/1P2KB2/3P1n2/6B1/3n4 b - - 1 44,-831
R7/6b1/1kB5/p1R1N1P1/1P1K1B2/3Pn3/3n4/8 w - - 8 48,9994
R7/6b1/1k6/p1R1N1P1/1P1KBB2/3Pn3/3n4/8 b - - 9 48,-793
8/6b1/k7/4N1P1/pPRKBB2/3Pn3/3n4/8 b - - 1 50,-485
8/8/k4b2/3nN1P1/pPRK1B2/3P1B2/3n4/8 w - - 4 52,698
8/8/k1R2b2/3nN1P1/pP1K1B2/3P1B2/3n4/8 b - - 5 52,-703
8/8/4Rb2/1k1nN1P1/pP1K1B2/1n1P1B2/8/8 w - - 8 54,625
8/8/4Rb2/1k1KN1P1/pP3B2/1n1P1B2/8/8 b - - 0 54,-674
8/8/4R3/nk1Kb1P1/pP3B2/3P4/6B1/8 w - - 0 56,767
8/8/3R1b2/nk1K2P1/pP3B2/3P4/6B1/8 w - - 2 57,747
8/8/3R1b2/nk1K2P1/pP3B2/3P4/8/7B b - - 3 57,-492
8/8/3R4/nk1Kb1P1/pP3B2/3P4/8/7B w - - 4 58,747
3R3b/1n6/8/1k1K2P1/pP3B2/3P4/8/7B b - - 9 60,-152
r1bqkbnr/ppp1p1pp/n4p2/3p4/1P1P4/6PN/P1P1PP1P/RNBQKB1R b KQkq - 1 4,53
r1bqkbnr/ppp3pp/n4p2/3pp3/1P1P4/6PN/P1P1PP1P/RNBQKB1R w KQkq - 0 5,28
r1bqkbnr/ppp3pp/n4p2/3pp3/1P1P4/6PN/P1PKPP1P/RNBQ1B1R b kq - 1 5,238
r1b1kbnr/pppq2pp/n4p2/3pp3/1P1P4/6PN/P1PKPP1P/RNBQ1B1R w kq - 2 6,-83
r1b1kbnr/pppq2pp/n4p2/3pP3/1P6/6PN/P1PKPP1P/RNBQ1B1R b kq - 0 6,197
r1b1kbnr/p1pq3p/4Ppp1/1pnp4/1P6/5NP1/P1PKPP1P/RNBQ1B1R b kq - 0 9,88
r1b1kb1r/p1pqn2p/4Ppp1/1pnp4/1P6/5NP1/P1PKPP1P/RNBQ1B1R w kq - 1 10,660
r1b1k2r/p1pqn2p/4Pppb/1pnp4/1P6/P1K2NP1/2P1PP1P/RNBQ1B1R b kq - 0 11,216
r1bqk2r/p1p1n2p/4Pppb/1p1Q4/nP1K4/P4NP1/2P1PP1P/RNB2B1R b kq - 2 13,9999
r1bqk2r/p3n2p/2p1Pppb/1p1Q4/nP1K4/P4NP1/2P1PP1P/RNB2B1R w kq - 0 14,119
r1bqk2r/p3n2p/2p1P1pb/1p1Q1p2/nP1K3P/P4NP1/2P1PP2/RNB2B1R w kq - 0 15,384
r1bqk1nr/p6p/2p1P1pb/1p1Q1p2/nP5P/P2K1NP1/2P1PP2/RNB2B1R w kq - 2 16,163
r1bqk1nr/p6p/2p1P1pb/1p1Q1p2/1P5P/P1nK1NP1/2P1PP2/RNB2BR1 w kq - 4 17,422
r1bqk1nr/p6p/2p1P1pb/1p1Q1p2/1P4PP/P1nK1N2/2P1PP2/RNB2BR1 b kq - 0 17,9996
r1b1kqnr/p6p/2p1P1pb/1p1Q1p2/1P4PP/P1nK1N2/2P1PPB1/RNB3R1 w kq - 3 19,622
r1b1kqnr/p6p/2p1P1pb/1p3p2/1P4PP/P1nK1N2/Q1P1PPB1/RNB3R1 b kq - 4 19,512
r1b1kqnr/p6p/2p1P1p1/1p3p2/1P4PP/P1nK1N2/Q1PbPPB1/RNB3R1 w kq - 5 20,367
1rb1kqnr/p6p/2p1P1p1/1p3pP1/1P5P/P1nK1N2/Q1PbPPB1/RNB3R1 w k - 1 21,413
1rb1kqnr/p6p/2p1P1p1/1p3pP1/1P5P/P1nK1N2/Q1PbPPB1/RNB2R2 b k - 2 21,439
1r2kqnr/p6p/2p1b1p1/1p3pP1/1P3b1P/P1nK1N2/Q1PNPPB1/R1B2R2 w k - 0 23,478
1r2kqnr/p6p/2p1b1p1/1p3pP1/1P5P/P1nKbN2/Q1PNPPB1/R1B2R2 b k - 3 24,542
1r2kqnr/p7/2p1b1p1/1p3pPp/1P5P/P1nKbN2/Q1PNPPB1/R1B1R3 b k - 1 25,520
1r2kqnr/p7/2p1b1p1/1p3pPp/1P5P/P1PKbN2/n2NPPB1/R1B1R3 b k - 0 26,647
1r2kqn1/p7/2p3pr/1p3pPp/1P5P/P1P1bN2/b1K1PPB1/2R1RN2 b - - 0 29,574
2rk1qn1/p7/2p3pr/1p3NPp/1P2Bb1P/P1P5/2K1PP2/2R2RN1 b - - 2 34,523
2rk1qn1/p6r/2p3p1/1p4Pp/1P2Bb1P/P1P1N3/2K1PP2/2R2RN1 b - - 4 35,477
2rk1q2/p3n2r/2p3p1/1p4Pp/1P2Bb1P/P1P1N3/2K1PP2/2R2RN1 w - - 5 36,-375
2rk4/p3n1qr/2p3p1/1p3NPp/1P2Bb1P/P1P5/4PP2/1KR2RN1 b - - 8 37,631
2rk4/p3n2r/2p3pq/1p4Pp/1P2Bb1P/P1P1N3/4PP2/1KR2RN1 b - - 10 38,383
2rk4/p6r/2p3pq/1p3nPp/1P2Bb1P/P1P1N3/4PP2/1KR2RN1 w - - 11 39,506
2rk4/p6r/2p3pq/1p3nPp/1PN1Bb1P/P1P5/4PP2/1KR2RN1 b - - 12 39,391
2rk4/p6r/2p3pq/1p3nPp/1PN1B2P/P1P5/3bPP2/1KR2RN1 w - - 13 40,169
2rk4/p6r/2p3pq/1p3nPp/1P2B2P/P1P5/1N1bPP2/1KR2RN1 b - - 14 40,364
2rk1q2/p6r/2p3p1/1p3nPp/1P2B2P/P1P5/1N1bPP2/1KR2RN1 w - - 15 41,-340
2rk1q2/p6r/2p3p1/1p3nPp/1P2B2P/P1P5/1NKbPP2/2R2RN1 b - - 16 41,589
2rk1q1r/8/2p3p1/pp3nPp/1P2B2P/P1P5/1NKbPP2/3R1RN1 w - - 2 43,-136
2rk3r/8/2pq2p1/pp3BPp/1P5P/P1P5/1NKbPP2/3R1RN1 w - - 1 44,526
1r1k3r/8/2pq2p1/pp3BPp/1P5P/P1P4N/1NKbPP2/3R1R2 w - - 3 45,583
1r1k3r/8/2pq2p1/pp3BPp/1P2P2P/P1P4N/1NKb1P2/3R1R2 b - - 0 45,-221
2rk3r/8/2pq2p1/pp3BPp/1P1RPb1P/P1P4N/1NK2P2/5R2 b - - 6 48,-457
3k3r/2r5/2pq2p1/pp3BPp/1P1RPb1P/P1P4N/1NK2P2/5R2 w - - 7 49,640
7r/2r1k3/2pq2p1/pp3BPp/1P2Pb1P/P1PR1P1N/1NK5/5R2 b - - 2 50,48
5r2/2r1k3/2pq2p1/pp4Pp/1P2PbBP/P1PR1P1N/1NK5/5R2 b - - 4 51,302
5r2/2r1k3/2pq2p1/pp4Pp/1P2P1BP/P1PR1PbN/1NK5/5R2 w - - 5 52,211
5r2/2r1k3/2p2qp1/1p4Pp/1p2P1BP/PKPR1PbN/1N6/2R5 w - - 2 54,449
5r2/2r5/2pk2p1/1p4Pp/1p1qP1BP/P1P2PbN/1NK5/2R5 w - - 2 56,-317
2B2r2/2r5/2pk2p1/1p4Pp/3qP2P/p1P2PbN/1NK5/2R5 w - - 0 57,-477
5r2/2r5/2pk2p1/1p3BPp/3qP2P/p1P2PbN/1NK5/2R5 b - - 1 57,584
5r2/6r1/2pk2p1/1p3BPp/3qP2P/p1P2PbN/1NK5/2R5 w - - 2 58,-259
5r2/6r1/2pk2p1/1p3BPp/3qP2P/p1P2PbN/1N6/1KR5 b - - 3 58,693
5r2/6r1/2pk2p1/1p3BPp/4P2P/p1P2PbN/1N3q2/1KR5 w - - 4 59,-343
5r2/3r4/2pkB1p1/1p4Pp/2P1P2P/p4PbN/1N3q2/1KR5 b - - 2 60,9999
rnbqkbnr/p2ppp1p/8/1pp1N1p1/3P4/8/PPP1PPPP/RNBQKB1R w KQkq - 0 4,193
rnbqkbnr/p2ppp1p/8/1pp1N1p1/3P4/8/PPPKPPPP/RNBQ1B1R b kq - 1 4,111
rnbqkbnr/p3pp1p/8/1pppN1p1/3P4/8/PPPKPPPP/RNBQ1B1R w kq - 0 5,46
rnbqkbnr/p3p2p/5p2/1pppN1p1/3P4/2P5/PP1KPPPP/RNBQ1B1R w kq - 0 6,203
rnbqkbnr/p3p2p/5p2/1ppp2p1/3P4/2P2N2/PP1KPPPP/RNBQ1B1R b kq - 1 6,21
rnbqkbnr/p3p3/5p2/1ppp2pp/3P4/2P2N2/PP1KPPPP/RNBQ1B1R w kq - 0 7,97
rnbqkbnr/p3p3/5p2/1ppp2pp/3P4/1PP2N2/P2KPPPP/RNBQ1B1R b kq - 0 7,65
rnbqkbn1/p3p3/5p1r/1ppp2pp/3P4/1PP2N2/P2KPPPP/RNBQ1B1R w q - 1 8,105
rnb1kbn1/p2qp3/5p1r/1ppp2pp/3P4/1PP5/P2KPPPP/RNBQNB1R w q - 3 9,81
rnb1kbn1/p2qp3/5p1r/1ppp2pp/3P3P/1PP5/P2KPPP1/RNBQNB1R b q - 0 9,-5
rnb1kbnr/p1q1p3/5p2/1ppp2pp/3P3P/NPP3P1/P2KPP2/R1BQNB1R b q - 0 11,83
rnb1k1nr/p1q1p1b1/5p2/1ppp2pp/3P3P/NPP3P1/P2KPP2/R1BQNB1R w q - 1 12,107
rnb1k1nr/p1q1p1b1/5p2/1p1p2pp/3p3P/NPP2PP1/P2KP2R/R1BQNB2 b q - 1 13,9999
rnb1k1nr/p1q1p3/5p1b/1p1p2Pp/3p4/NPP2PP1/P2KP2R/R1BQNB2 b q - 0 14,9999
rnb1k1nr/p1q1p3/5p1b/1p1p2P1/3p3p/NPP2PP1/P2KP2R/R1BQNB2 w q - 0 15,155
rnb1k1nr/p1q1p3/5p1b/1p1p2P1/1P1p3p/N1P2PP1/P2KP2R/R1BQNB2 b q - 0 15,9999
rn2k1nr/p1q1p3/5p1b/1p1p2P1/1P1p2bp/N1P2PP1/P2KP2R/R1BQNB2 w q - 1 16,145
rn2k1n1/p2qp2r/5p1b/1p1p2P1/1P1p2bp/N1PBPPP1/P2K3R/R1BQN3 w q - 3 18,326
rn1qk1n1/p3p2r/5p1b/1p1p2P1/1P1p2bp/N1PBPPP1/P2KQ2R/R1B1N3 w q - 5 19,480
rn1qk1n1/p3p2r/5pBb/1p1p2P1/1P1p2bp/N1P1PPP1/P2KQ2R/R1B1N3 b q - 6 19,-438
rn1q2n1/p2kp2r/5pBb/1p1p2P1/1P1p2bp/N1P1PPP1/P2KQ2R/R1B1N3 w - - 7 20,440
rn1q2n1/p2kp2r/5p2/1p1p2b1/1P1p2bp/N1P1PPP1/P2KQ2R/RBB1N3 w - - 0 21,334
rn1q2n1/p2kp2r/5pB1/1p1p2b1/1P4bp/N1P1pPP1/P3Q2R/R1BKN3 b - - 1 22,-154
rn1q2nr/p2kp3/5pB1/1p1p2b1/1P3Pbp/N1P1p1P1/P3Q2R/R1BKN3 b - - 0 23,426
r2q2nr/p2kp3/2n2pB1/1p1p2b1/1P3Pbp/N1P1p1P1/P3Q2R/R1BKN3 w - - 1 24,461
r2q2nr/p2kp3/2n2pB1/1p1p2b1/1P3Pbp/N1PNp1P1/P3Q2R/R1BK4 b - - 2 24,289
r2q2nr/p2kp3/2n2pB1/1p1p2b1/1P3Pb1/N1PNp1Pp/P3Q2R/R1BK4 w - - 0 25,568
r2q2nr/p2kp3/2n2pB1/1p1p2b1/1P3Pb1/N1PNp1Pp/P3Q1R1/R1BK4 b - - 1 25,453
r4qnr/p2kp3/2n2pB1/1p1p2b1/1P3Pb1/N1PNp1Pp/P3Q1R1/R1BK4 w - - 2 26,323
r4qnr/p2kp3/2n2pB1/1p1p2b1/1P3Pb1/N1P1p1Pp/P3QNR1/R1BK4 b - - 3 26,639
r4qnr/p2kp3/2n1bpB1/1p1p2b1/1P3P2/N1P1B1Pp/P3QNR1/R2K4 w - - 1 28,214
r4qnr/p2kp3/2n1bpB1/1p1p2b1/1PQ2P2/N1P1B1Pp/P4NR1/R2K4 b - - 2 28,654
r4qnr/p2kp3/2n1bpB1/1p1p4/1PQ2P1b/N1P1B1Pp/P4NR1/R2K4 w - - 3 29,-108
r2n1qnr/p2kp3/1B2bpB1/1p1p4/1PQ2P1b/N1P3Pp/P4NR1/R2K4 w - - 5 30,9999
r2n1qnr/p2kp3/1B2bpB1/1p1p2b1/1PQ2P2/2P3Pp/P1N2NR1/R2K4 w - - 7 31,9999
r2n1qnr/p2kp3/1B2bpB1/1p1p2b1/1PQ2P2/2P3Pp/P1N2NR1/R3K3 b - - 8 31,707
r2n2nr/p2kp3/1B2bpBq/1p1p2b1/1PQ2P2/2P3Pp/P1N2NR1/R3K3 w - - 9 32,9999
r2n2nr/p2kp3/4bpBq/Bp1p2b1/1PQ2P2/2P3Pp/P1N2NR1/R3K3 b - - 10 32,700
r2n2nr/p2kp3/4bpBq/Bp1p2b1/1PQ2P2/2P3P1/P1N2NRp/R4K2 b - - 1 33,602
r2n2nr/p2kp3/4bpBq/Bp1p4/1PQ2b2/2P3P1/P1N2NRp/R4K2 w - - 0 34,164
r2n2nr/p2kp3/5pBq/Bp1p1b2/1PQN1b2/2P3P1/P4NRp/R4K2 w - - 2 35,654
